account_id,D_total_count,D_Total_Years,D_monthly_average,D_min_val,D_max_val,D_count_of_the_mode,D_amount_mode,pension,base_salary,peak_salary
2395,47,2,9138.6667,200,11000,25,6291,NULL,NULL,NULL
2396,1,0,NULL,500,500,0,,4203,NULL,NULL
2397,47,2,6727.8878,800,7041,25,4694,NULL,NULL,NULL
2398,69,2,6668.7649,200,36405,27,200,NULL,NULL,NULL
2399,135,5,7114.9853,100,46183,57,1500,NULL,NULL,NULL
2400,1,0,NULL,500,500,0,,4351,NULL,NULL
2401,1,0,NULL,1100,1100,0,,6852,NULL,NULL
2402,1,0,NULL,1000,1000,0,,6943,NULL,NULL
2403,52,3,6407.8829,200,9200,28,4547,NULL,NULL,NULL
2404,21,2,14586.0323,200,19251,15,12834,NULL,NULL,NULL
2405,26,2,14834.7014,600,19313,18,12875,NULL,NULL,NULL
2406,1,0,NULL,400,400,0,,4780,NULL,NULL
2407,34,2,12159.5080,300,16407,24,10938,NULL,NULL,NULL
2408,26,2,17664.5763,600,23976,20,15984,NULL,NULL,NULL
2409,44,3,11698.3156,600,15442,28,10295,NULL,NULL,NULL
2410,1,0,NULL,600,600,0,,6105,NULL,NULL
2411,68,5,23977.2247,700,33275,55,22183,NULL,NULL,NULL
2413,18,1,18527.7206,500,23582,11,15721,NULL,NULL,NULL
2414,1,0,NULL,400,400,0,,NULL,2949,2949
2415,24,2,17270.9677,1100,22980,18,15320,NULL,NULL,NULL
2416,38,3,18643.1143,700,25331,29,16887,NULL,NULL,NULL
2417,71,5,5522.6047,400,11700,53,4744,NULL,NULL,NULL
2418,56,2,55213.2911,200,49496,0,,NULL,NULL,NULL
2419,121,5,49570.9358,200,49601,2,36320,NULL,NULL,NULL
2420,4,0,2333.3333,400,9100,0,,NULL,3602,3602
2421,1,0,NULL,900,900,0,,NULL,3460,3460
2422,1,0,NULL,200,200,0,,6114,NULL,NULL
2423,1,0,NULL,400,400,0,,5671,NULL,NULL
2424,85,3,59000.2949,300,49651,0,,NULL,NULL,NULL
2425,95,6,10261.6348,200,13358,59,8905,NULL,NULL,NULL
2427,73,5,16374.5873,800,48664,3,9900,NULL,NULL,NULL
2428,67,5,17107.8044,500,23580,53,15720,NULL,NULL,NULL
2429,82,6,16171.3816,200,21914,58,14609,NULL,NULL,NULL
2430,57,4,10407.0573,900,14300,41,9032,NULL,NULL,NULL
2431,76,4,8568.2684,100,10500,38,5677,NULL,NULL,NULL
2432,1,0,NULL,1100,1100,0,,5880,NULL,NULL
2433,1,0,NULL,500,500,0,,4718,NULL,NULL
2434,98,6,5645.1753,100,10600,59,4391,NULL,NULL,NULL
2435,89,5,37742.5199,200,49885,0,,NULL,NULL,NULL
2436,75,6,9823.5933,400,14900,55,8540,NULL,NULL,NULL
2437,1,0,NULL,500,500,0,,NULL,2991,2991
2438,15,1,11286.7866,300,14674,10,9783,NULL,NULL,NULL
2439,1,0,NULL,500,500,0,,6457,NULL,NULL
2440,13,1,25681.1634,1100,35530,10,23687,NULL,NULL,NULL
2441,26,2,19974.7899,200,27300,20,18200,NULL,NULL,NULL
2442,1,0,NULL,600,600,0,,NULL,3163,3163
2443,19,1,26699.2710,1000,36549,15,24366,NULL,NULL,NULL
2444,2,0,240.0000,300,900,0,,NULL,29316,43974
2445,55,2,44290.5234,800,49822,2,5056,NULL,NULL,NULL
2446,57,4,13228.9263,400,17811,39,11874,NULL,NULL,NULL
2447,22,1,13957.1236,200,18076,15,12051,NULL,NULL,NULL
2448,1,0,NULL,1000,1000,0,,NULL,3390,3390
2449,12,1,6631.6250,200,49898,0,,NULL,NULL,NULL
2450,35,3,27467.7049,900,37134,27,24756,NULL,NULL,NULL
2451,22,2,17693.6949,300,23562,16,15708,NULL,NULL,NULL
2452,1,0,NULL,600,600,0,,5563,NULL,NULL
2453,1,0,NULL,400,400,0,,NULL,3285,3285
2454,134,5,9114.8043,200,49363,57,1700,NULL,NULL,NULL
2455,1,0,NULL,200,200,0,,6216,NULL,NULL
2456,18,3,1943.5897,600,9300,2,5600,NULL,25124,37686
2457,79,5,6609.8329,200,9400,50,5752,NULL,NULL,NULL
2458,3,1,409.0909,300,3100,0,,NULL,25920,38880
2459,1,0,NULL,200,200,0,,5049,NULL,NULL
2460,74,5,8130.1462,100,10386,50,6924,NULL,NULL,NULL
2461,25,1,4933.9955,200,15885,15,1300,NULL,NULL,NULL
2463,52,4,16763.0678,600,23190,41,15460,NULL,NULL,NULL
2464,101,5,33609.8051,900,49465,2,10600,NULL,NULL,NULL
2465,1,0,NULL,1000,1000,0,,6003,NULL,NULL
2466,23,2,23587.1195,400,31115,17,20743,NULL,NULL,NULL
2467,69,6,24652.4481,200,34130,55,22753,NULL,NULL,NULL
2468,1,0,NULL,400,400,0,,NULL,3141,3141
2469,1,0,NULL,200,200,0,,NULL,3330,3330
2470,57,4,20366.4540,700,28076,44,18717,NULL,NULL,NULL
2471,4,4,217.7778,600,4100,0,,NULL,43595,65392
2472,64,5,17671.7637,800,23903,49,15935,NULL,NULL,NULL
2473,1,0,NULL,200,200,0,,NULL,2995,2995
2474,10,2,624.1379,200,8600,2,900,NULL,3559,3559
2475,31,2,14308.3671,600,18626,21,12417,NULL,NULL,NULL
2476,1,0,NULL,900,900,0,,4281,NULL,NULL
2477,29,2,5799.1168,200,6968,19,4645,NULL,NULL,NULL
2479,74,5,6955.0424,200,10500,52,5987,NULL,NULL,NULL
2480,29,1,51124.8190,400,49812,0,,NULL,NULL,NULL
2481,21,3,1315.7895,100,15300,3,900,NULL,NULL,NULL
2482,72,5,12937.0103,300,17277,48,11518,NULL,NULL,NULL
2483,29,2,26142.8625,600,35331,22,23554,NULL,NULL,NULL
2484,75,6,16089.2946,1100,22168,60,14779,NULL,NULL,NULL
2485,1,0,NULL,800,800,0,,4042,NULL,NULL
2486,128,6,49274.9150,100,49955,0,,NULL,NULL,NULL
2487,61,3,6688.2895,100,9300,31,4741,NULL,NULL,NULL
2488,1,0,NULL,400,400,0,,NULL,3046,3046
2489,1,0,NULL,900,900,0,,5781,NULL,NULL
2490,51,4,15786.6043,100,21568,38,14379,NULL,NULL,NULL
2491,41,3,8180.1581,500,10518,28,7012,NULL,NULL,NULL
2492,1,0,NULL,700,700,0,,6901,NULL,NULL
2493,105,6,10602.4808,300,18500,57,8063,NULL,NULL,NULL
2494,1,0,NULL,200,200,0,,NULL,40157,60236
2495,18,2,2757.1429,200,11700,2,4400,NULL,NULL,NULL
2496,74,5,9158.1933,400,11210,45,7473,NULL,NULL,NULL
2497,83,6,6934.0029,200,9600,57,5956,NULL,NULL,NULL
2498,40,3,10934.7493,400,14436,28,9624,NULL,NULL,NULL
2499,53,3,8713.4971,400,12200,29,5855,NULL,NULL,NULL
2500,25,3,3204.8594,200,23676,3,800,NULL,NULL,NULL
2501,60,5,20099.6218,600,27782,48,18521,NULL,NULL,NULL
2502,28,2,6804.0464,800,9100,21,5828,NULL,NULL,NULL
2503,84,6,10886.9586,100,14361,57,9574,NULL,NULL,NULL
2504,62,5,25474.6696,300,35064,50,23376,NULL,NULL,NULL
2505,1,0,NULL,200,200,0,,4431,NULL,NULL
2506,49,2,39093.0169,400,49360,0,,NULL,NULL,NULL
2507,36,2,8672.5140,300,10251,20,6834,NULL,NULL,NULL
2508,1,0,NULL,700,700,0,,4271,NULL,NULL
2509,37,1,52543.3333,900,47978,0,,NULL,NULL,NULL
2510,65,5,21644.6818,1100,30076,53,20051,NULL,NULL,NULL
2511,61,5,14777.5758,700,20096,46,13397,NULL,NULL,NULL
2513,15,4,874.4186,200,9800,0,,NULL,3983,3983
2514,42,3,17702.6891,200,24622,33,16415,NULL,NULL,NULL
2515,35,3,16586.4187,200,49747,2,13800,NULL,NULL,NULL
2516,47,3,18904.3929,300,23832,30,15888,NULL,NULL,NULL
2517,1,0,NULL,600,600,0,,NULL,31129,46694
2519,1,0,NULL,500,500,0,,5544,NULL,NULL
2520,4,1,1178.5714,400,12200,0,,NULL,3533,3533
2521,44,4,26139.6148,1000,36063,35,24042,NULL,NULL,NULL
2522,5,2,463.1579,800,3600,0,,NULL,23226,34839
2523,18,3,669.0476,100,9500,3,400,NULL,3023,3023
2524,1,0,NULL,300,300,0,,6263,NULL,NULL
2525,57,4,9639.4821,500,12009,36,8006,NULL,NULL,NULL
2526,1,0,NULL,800,800,0,,6057,NULL,NULL
2527,124,6,40805.8990,800,49632,3,1000,NULL,NULL,NULL
2528,1,0,NULL,1000,1000,0,,4236,NULL,NULL
2530,32,2,26990.5935,400,36984,25,24656,NULL,NULL,NULL
2531,1,0,NULL,200,200,0,,6294,NULL,NULL
2532,1,0,NULL,500,500,0,,NULL,48965,73448
2533,66,3,6965.2143,200,21300,35,4058,NULL,NULL,NULL
2534,93,6,6294.0416,100,7672,55,5115,NULL,NULL,NULL
2535,25,2,16647.1449,1100,22236,19,14824,NULL,NULL,NULL
2536,1,0,NULL,500,500,0,,6234,NULL,NULL
2537,43,2,57599.6313,400,49558,0,,NULL,NULL,NULL
2538,1,0,NULL,200,200,0,,6379,NULL,NULL
2539,1,0,NULL,500,500,0,,6160,NULL,NULL
2540,109,4,7698.4819,400,47371,45,1700,NULL,NULL,NULL
2541,61,4,15407.4582,100,20235,41,13490,NULL,NULL,NULL
2542,95,5,6843.3180,100,8200,54,5071,NULL,NULL,NULL
2543,1,0,NULL,1100,1100,0,,6148,NULL,NULL
2544,45,2,10427.3598,300,15800,20,5272,NULL,NULL,NULL
2545,44,2,14650.0682,1100,14146,20,9431,NULL,NULL,NULL
2546,50,4,19272.2881,300,49530,2,4700,NULL,NULL,NULL
2547,46,4,26863.4921,800,36915,36,24610,NULL,NULL,NULL
2548,51,3,7016.9101,300,13100,30,5118,NULL,NULL,NULL
2549,1,0,NULL,200,200,0,,6345,NULL,NULL
2550,45,3,17236.6994,400,23144,30,15429,NULL,NULL,NULL
2551,57,3,41162.1103,1100,49845,0,,NULL,NULL,NULL
2552,68,5,19450.4282,400,26970,55,17980,NULL,NULL,NULL
2553,44,3,19068.2820,200,26240,34,17493,NULL,NULL,NULL
2554,67,5,26532.2584,400,37044,55,24696,NULL,NULL,NULL
2555,76,6,20938.2009,800,28533,58,19022,NULL,NULL,NULL
2556,1,0,NULL,800,800,0,,NULL,3009,3009
2557,91,5,5921.9740,200,6600,50,4209,NULL,NULL,NULL
2558,1,0,NULL,300,300,0,,NULL,2974,2974
2559,51,4,13161.1215,800,16902,35,11268,NULL,NULL,NULL
2560,25,1,10076.4576,300,12581,15,8387,NULL,NULL,NULL
2561,31,2,22936.3772,1100,30866,22,20577,NULL,NULL,NULL
2562,1,0,NULL,900,900,0,,NULL,3353,3353
2563,81,4,7700.1619,300,12200,39,4477,NULL,NULL,NULL
2564,20,2,21863.0686,1000,28767,15,19178,NULL,NULL,NULL
2565,75,3,6375.0897,400,45797,39,1700,NULL,NULL,NULL
2566,37,6,1081.1594,100,10700,3,3400,NULL,NULL,NULL
2567,7,1,984.6154,100,7900,3,1300,NULL,3862,3862
2568,59,5,24933.9071,600,34478,48,22985,NULL,NULL,NULL
2569,1,0,NULL,1000,1000,0,,6772,NULL,NULL
2570,1,0,NULL,400,400,0,,NULL,3077,3077
2571,2,1,1184.6154,700,14700,0,,NULL,46999,70498
2572,5,3,1069.6970,600,12300,0,,NULL,48819,73228
2573,10,2,4928.6602,300,31287,2,300,NULL,NULL,NULL
2574,100,6,17324.7826,100,29700,59,14319,NULL,NULL,NULL
2575,1,0,NULL,1000,1000,0,,6618,NULL,NULL
2576,101,5,32788.3746,500,49893,2,8700,NULL,NULL,NULL
2577,1,0,NULL,1000,1000,0,,5941,NULL,NULL
2578,1,0,NULL,1100,1100,0,,4269,NULL,NULL
2579,20,1,6079.0385,200,9700,11,4032,NULL,NULL,NULL
2580,54,3,14287.6794,300,17313,31,11542,NULL,NULL,NULL
2581,73,6,21402.7675,500,29480,58,19653,NULL,NULL,NULL
2582,65,5,23859.4203,500,32826,51,21884,NULL,NULL,NULL
2583,46,5,1618.1818,100,13900,4,200,NULL,NULL,NULL
2584,1,0,NULL,200,200,0,,4188,NULL,NULL
2585,73,6,16285.3424,1000,22444,59,14963,NULL,NULL,NULL
2586,34,2,38961.5563,1000,48894,2,12100,NULL,NULL,NULL
2587,19,1,10215.7485,600,13257,14,8838,NULL,NULL,NULL
2588,65,5,19221.9540,200,26297,50,17531,NULL,NULL,NULL
2589,1,0,NULL,700,700,0,,5541,NULL,NULL
2590,1,0,NULL,700,700,0,,NULL,3030,3030
2591,1,0,NULL,800,800,0,,5718,NULL,NULL
2592,78,5,13685.1842,200,17638,53,11759,NULL,NULL,NULL
2593,32,2,21476.1608,1100,29068,25,19379,NULL,NULL,NULL
2594,34,2,37649.2525,400,49588,0,,NULL,NULL,NULL
2595,1,0,NULL,300,300,0,,6828,NULL,NULL
2596,1,0,NULL,200,200,0,,NULL,3428,3428
2597,22,2,21751.5238,600,29751,17,19834,NULL,NULL,NULL
2598,59,3,41688.6248,300,48920,0,,NULL,NULL,NULL
2599,83,6,21110.8225,600,49144,2,15700,NULL,NULL,NULL
2600,83,3,59381.1962,1000,48577,2,1000,NULL,NULL,NULL
2601,14,2,1666.6667,200,10000,2,3500,NULL,NULL,NULL
2602,40,2,13467.7863,300,16455,25,10970,NULL,NULL,NULL
2603,1,0,NULL,300,300,0,,5416,NULL,NULL
2604,1,0,NULL,700,700,0,,6173,NULL,NULL
2605,51,3,7869.6045,100,10500,29,6368,NULL,NULL,NULL
2606,1,0,NULL,1100,1100,0,,4499,NULL,NULL
2607,18,1,11995.6513,200,16048,13,10699,NULL,NULL,NULL
2608,49,3,9839.8525,500,12858,34,8572,NULL,NULL,NULL
2609,81,6,33172.0203,800,49843,0,,NULL,NULL,NULL
2610,1,0,NULL,300,300,0,,6858,NULL,NULL
2611,36,3,17232.5471,300,23314,28,15543,NULL,NULL,NULL
2612,2,1,166.6667,300,1200,0,,NULL,22595,33892
2613,1,0,NULL,300,300,0,,4985,NULL,NULL
2614,1,0,NULL,900,900,0,,NULL,3229,3229
2615,55,4,11309.5520,400,15603,44,10402,NULL,NULL,NULL
2616,67,5,21920.1807,600,30428,53,20285,NULL,NULL,NULL
2617,1,0,NULL,400,400,0,,NULL,3050,3050
2618,1,0,NULL,600,600,0,,6559,NULL,NULL
2619,33,3,12457.1732,1100,16965,25,11310,NULL,NULL,NULL
2620,97,5,7710.0613,300,9200,54,5783,NULL,NULL,NULL
2621,47,3,5135.9107,200,10800,31,4229,NULL,NULL,NULL
2622,50,2,15816.4362,300,15902,23,10601,NULL,NULL,NULL
2623,111,5,7368.2347,100,11400,52,4337,NULL,NULL,NULL
2624,9,3,1965.6250,400,17400,0,,NULL,26736,40104
2625,60,2,56167.0751,400,49583,0,,NULL,NULL,NULL
2627,1,0,NULL,600,600,0,,4822,NULL,NULL
2628,98,5,40061.4068,800,48558,2,23840,NULL,NULL,NULL
2629,30,2,20244.8364,300,27316,23,18211,NULL,NULL,NULL
2630,38,3,21303.0359,400,29580,30,19720,NULL,NULL,NULL
2631,1,0,NULL,900,900,0,,NULL,3436,3436
2632,74,6,15488.5833,1100,21396,60,14264,NULL,NULL,NULL
2633,80,3,70078.5743,1100,49347,2,12062,NULL,NULL,NULL
2634,16,1,22155.2482,600,30038,11,20025,NULL,NULL,NULL
2635,2,1,76.4706,600,700,0,,NULL,30058,45087
2636,1,0,NULL,600,600,0,,4882,NULL,NULL
2637,25,2,19760.6223,500,26838,20,17892,NULL,NULL,NULL
2638,57,5,21946.1608,1100,30122,45,20081,NULL,NULL,NULL
2639,70,6,26219.1245,400,36399,56,24266,NULL,NULL,NULL
2640,38,2,18144.8391,600,23517,22,15678,NULL,NULL,NULL
2641,70,6,23223.9220,300,32148,56,21432,NULL,NULL,NULL
2642,47,4,14454.1076,900,19323,35,12882,NULL,NULL,NULL
2644,1,0,NULL,600,600,0,,4984,NULL,NULL
2645,85,6,12928.4638,300,16846,55,11231,NULL,NULL,NULL
2646,33,1,50401.4971,1000,49856,0,,NULL,NULL,NULL
2647,97,6,15010.5443,200,25600,59,12015,NULL,NULL,NULL
2648,42,6,5529.9802,200,46427,2,4100,NULL,NULL,NULL
2649,93,5,12667.9499,100,17000,53,10427,NULL,NULL,NULL
2650,38,3,19012.6888,300,25530,27,17020,NULL,NULL,NULL
2651,2,4,125.5319,200,5700,0,,NULL,35929,53894
2652,32,2,22856.0825,900,31520,24,21013,NULL,NULL,NULL
2653,25,2,25688.3880,200,34618,20,23079,NULL,NULL,NULL
2654,1,0,NULL,900,900,0,,6179,NULL,NULL
2655,32,2,23695.1044,1000,43114,0,,NULL,NULL,NULL
2656,1,0,NULL,900,900,0,,5046,NULL,NULL
2657,1,0,NULL,400,400,0,,4281,NULL,NULL
2658,1,0,NULL,1000,1000,0,,NULL,3406,3406
2659,41,3,8597.0774,200,10805,27,7203,NULL,NULL,NULL
2660,106,5,44977.2761,200,49740,0,,NULL,NULL,NULL
2661,28,2,10045.5708,800,12712,18,8475,NULL,NULL,NULL
2662,1,0,NULL,600,600,0,,5500,NULL,NULL
2663,1,0,NULL,700,700,0,,6362,NULL,NULL
2664,64,5,16569.6404,200,22857,49,15238,NULL,NULL,NULL
2665,157,5,8051.6711,300,49825,125,1600,NULL,NULL,NULL
2666,1,0,NULL,600,600,0,,NULL,2901,2901
2667,1,0,NULL,700,700,0,,NULL,3270,3270
2668,21,2,16659.0796,900,22239,15,14826,NULL,NULL,NULL
2670,72,6,26357.9467,1100,36572,59,24381,NULL,NULL,NULL
2671,36,5,1017.1875,100,12300,5,400,NULL,2976,2976
2672,1,0,NULL,300,300,0,,NULL,3484,3484
2673,64,5,13614.7550,900,18592,50,12395,NULL,NULL,NULL
2674,56,3,7247.7261,200,45402,39,1300,NULL,NULL,NULL
2675,17,5,5930.7250,200,49280,2,2400,NULL,NULL,NULL
2676,78,6,16586.5690,200,22895,59,15263,NULL,NULL,NULL
2677,30,2,21977.9496,900,29901,23,19934,NULL,NULL,NULL
2678,1,0,NULL,200,200,0,,NULL,37930,56895
2679,1,0,NULL,1100,1100,0,,6654,NULL,NULL
2680,22,4,2406.6667,800,15900,2,2600,NULL,17001,25502
2681,48,4,25870.2470,1100,35907,39,23938,NULL,NULL,NULL
2684,26,1,8502.3758,300,34406,16,1800,NULL,NULL,NULL
2685,1,0,NULL,200,200,0,,4703,NULL,NULL
2686,1,0,NULL,900,900,0,,5896,NULL,NULL
2687,1,0,NULL,1100,1100,0,,6336,NULL,NULL
2688,1,0,NULL,200,200,0,,4204,NULL,NULL
2689,26,2,22162.7762,1100,29836,20,19891,NULL,NULL,NULL
2690,1,0,NULL,600,600,0,,6632,NULL,NULL
2691,28,4,1067.3077,100,13000,4,300,NULL,NULL,NULL
2692,1,0,NULL,1100,1100,0,,5709,NULL,NULL
2693,15,1,17595.5754,1100,23403,10,15602,NULL,NULL,NULL
2694,88,6,19980.9700,300,26378,58,17585,NULL,NULL,NULL
2695,65,5,22377.9154,700,31209,52,20806,NULL,NULL,NULL
2696,1,0,NULL,600,600,0,,4673,NULL,NULL
2697,103,5,8830.0602,200,15800,55,6224,NULL,NULL,NULL
2698,7,1,11133.9093,1000,42046,0,,NULL,NULL,NULL
2699,1,0,NULL,300,300,0,,NULL,44899,67348
2700,2,1,166.6667,400,1100,0,,NULL,30408,45612
2701,95,5,11506.2385,100,14064,54,9376,NULL,NULL,NULL
2702,37,3,26842.5648,1000,36665,29,24443,NULL,NULL,NULL
2703,1,0,NULL,1000,1000,0,,NULL,3124,3124
2705,48,5,4092.4242,100,24500,3,600,NULL,15649,23474
2706,20,2,2100.0000,200,12400,2,2700,NULL,NULL,NULL
2707,82,4,36223.6531,400,49278,2,11900,NULL,NULL,NULL
2708,36,3,23595.3320,400,32058,27,21372,NULL,NULL,NULL
2709,1,0,NULL,600,600,0,,NULL,3037,3037
2710,45,2,42613.9910,100,49970,0,,NULL,NULL,NULL
2711,68,6,21568.9941,400,29952,55,19968,NULL,NULL,NULL
2712,1,0,NULL,400,400,0,,6604,NULL,NULL
2713,1,0,NULL,500,500,0,,6422,NULL,NULL
2714,103,6,7120.5973,200,49285,71,1300,NULL,NULL,NULL
2715,1,0,NULL,900,900,0,,NULL,3329,3329
2716,39,3,22702.7392,300,30804,30,20536,NULL,NULL,NULL
2717,1,0,NULL,1000,1000,0,,NULL,3407,3407
2718,72,4,6248.1219,100,46598,47,1600,NULL,NULL,NULL
2719,1,0,NULL,500,500,0,,5955,NULL,NULL
2720,44,2,57656.0682,200,49960,0,,NULL,NULL,NULL
2721,14,1,18876.1856,300,25224,10,16816,NULL,NULL,NULL
2722,1,0,NULL,500,500,0,,5820,NULL,NULL
2723,59,4,10122.0830,600,12479,38,8319,NULL,NULL,NULL
2724,30,2,17174.8939,500,23571,23,15714,NULL,NULL,NULL
2725,24,2,23021.8447,1100,30375,17,20250,NULL,NULL,NULL
2726,46,4,24662.1654,200,34083,36,22722,NULL,NULL,NULL
2727,41,3,15651.3796,300,21112,31,14075,NULL,NULL,NULL
2728,24,1,33902.4691,400,45976,0,,NULL,NULL,NULL
2729,62,4,14880.2521,500,19650,39,13100,NULL,NULL,NULL
2730,1,0,NULL,1000,1000,0,,NULL,3427,3427
2731,40,3,24825.6388,300,34278,32,22852,NULL,NULL,NULL
2732,102,5,39907.7363,100,49684,0,,NULL,NULL,NULL
2733,1,0,NULL,700,700,0,,NULL,3488,3488
2734,35,2,10236.3989,200,12344,20,8229,NULL,NULL,NULL
2736,73,5,10358.9516,400,14112,55,9408,NULL,NULL,NULL
2737,32,2,21240.2715,800,28781,25,19187,NULL,NULL,NULL
2738,71,5,15729.2320,200,21495,50,14330,NULL,NULL,NULL
2739,67,5,7699.6507,300,10322,50,6881,NULL,NULL,NULL
2740,58,5,24144.5650,400,33189,46,22126,NULL,NULL,NULL
2741,73,6,25434.5672,100,49629,2,400,NULL,NULL,NULL
2742,54,4,17007.7183,100,23312,41,15541,NULL,NULL,NULL
2743,20,2,22449.1740,200,30399,15,20266,NULL,NULL,NULL
2744,2,0,4100.0000,900,3200,0,,NULL,15802,23703
2745,18,1,22584.2177,700,29672,12,19781,NULL,NULL,NULL
2746,1,0,NULL,1100,1100,0,,6556,NULL,NULL
2747,59,4,6524.5725,200,8610,43,5740,NULL,NULL,NULL
2749,117,5,42476.0000,100,48467,2,15900,NULL,NULL,NULL
2750,66,4,8157.7511,100,9564,36,6376,NULL,NULL,NULL
2751,63,4,8218.7273,100,9882,36,6588,NULL,NULL,NULL
2752,62,3,9241.2038,300,48848,33,500,NULL,NULL,NULL
2753,2,0,2300.0000,700,1600,0,,NULL,22021,33032
2754,1,0,NULL,500,500,0,,NULL,41912,62868
2755,1,0,NULL,400,400,0,,5651,NULL,NULL
2756,16,1,23345.8394,700,30594,11,20396,NULL,NULL,NULL
2757,1,0,NULL,300,300,0,,NULL,3116,3116
2758,112,6,9759.4265,200,11000,55,7039,NULL,NULL,NULL
2759,39,2,33226.6795,700,49660,2,900,NULL,NULL,NULL
2760,28,2,17742.1801,500,22380,17,14920,NULL,NULL,NULL
2761,25,2,19756.7598,900,27152,20,18101,NULL,NULL,NULL
2762,148,6,53008.5565,100,49388,2,10900,NULL,NULL,NULL
2763,114,6,44083.7291,200,49691,0,,NULL,NULL,NULL
2764,31,2,18228.2206,100,24856,23,16571,NULL,NULL,NULL
2765,17,1,9644.4595,400,12300,12,7881,NULL,NULL,NULL
2766,37,2,8013.5053,500,12800,18,5247,NULL,NULL,NULL
2767,38,3,21272.4447,100,28964,27,19309,NULL,NULL,NULL
2768,28,5,1063.3333,100,11100,3,900,NULL,3849,3849
2770,31,5,1231.0345,100,8500,3,1100,NULL,3855,3855
2771,66,5,21126.3655,400,29343,53,19562,NULL,NULL,NULL
2772,48,3,13846.4971,100,17088,28,11392,NULL,NULL,NULL
2773,32,2,18582.5774,800,25761,25,17174,NULL,NULL,NULL
2774,43,3,6694.8649,300,9900,29,5442,NULL,NULL,NULL
2775,3,1,510.0000,1000,2700,0,,NULL,34555,51832
2776,1,0,NULL,500,500,0,,4760,NULL,NULL
2777,14,2,1917.3913,500,10100,2,1300,NULL,NULL,NULL
2778,62,5,14166.1496,500,19563,50,13042,NULL,NULL,NULL
2779,69,5,18609.3067,1100,25962,55,17308,NULL,NULL,NULL
2780,38,3,15294.3889,600,21008,30,14005,NULL,NULL,NULL
2781,112,3,8613.8058,200,48611,42,1200,NULL,NULL,NULL
2782,3,1,993.7500,700,13500,0,,NULL,26028,39042
2783,100,3,7787.3149,100,46054,37,800,NULL,NULL,NULL
2784,1,0,NULL,300,300,0,,6778,NULL,NULL
2787,14,1,23610.0000,900,29704,10,19803,NULL,NULL,NULL
2788,53,4,15208.1681,300,20664,42,13776,NULL,NULL,NULL
2789,69,5,14254.5808,200,19125,50,12750,NULL,NULL,NULL
2790,66,4,18409.3779,200,23522,41,15681,NULL,NULL,NULL
2791,1,0,NULL,1100,1100,0,,5372,NULL,NULL
2792,15,2,1639.2857,100,12300,2,1300,NULL,3491,3491
2793,1,0,NULL,800,800,0,,NULL,3452,3452
2794,31,2,13519.9648,1000,18284,23,12189,NULL,NULL,NULL
2795,32,2,21597.1209,200,29420,23,19613,NULL,NULL,NULL
2796,1,0,NULL,1000,1000,0,,NULL,40636,60954
2797,25,2,20747.6852,100,27784,18,18523,NULL,NULL,NULL
2798,8,3,533.3333,200,5800,2,200,NULL,19809,29714
2799,86,5,39720.8367,200,49678,0,,NULL,NULL,NULL
2800,22,2,22067.2165,900,29012,16,19341,NULL,NULL,NULL
2801,1,0,NULL,900,900,0,,5962,NULL,NULL
2802,30,5,1126.5625,400,9200,3,1600,NULL,3619,3619
2803,60,3,38774.4335,300,49588,2,2900,NULL,NULL,NULL
2804,41,3,7861.1719,900,14800,28,6263,NULL,NULL,NULL
2805,1,0,NULL,1000,1000,0,,NULL,3026,3026
2806,23,1,11082.1252,200,14352,15,9568,NULL,NULL,NULL
2807,20,2,16885.6329,100,49947,0,,NULL,NULL,NULL
2808,31,4,6124.9583,300,46553,3,1200,NULL,NULL,NULL
2809,51,4,16121.4911,700,21986,40,14657,NULL,NULL,NULL
2810,56,4,12798.1232,300,17118,37,11412,NULL,NULL,NULL
2811,65,3,46063.6111,300,49680,0,,NULL,NULL,NULL
2812,31,2,26797.3655,200,36765,25,24510,NULL,NULL,NULL
2813,63,5,15524.9588,300,21633,50,14422,NULL,NULL,NULL
2814,1,0,NULL,500,500,0,,4544,NULL,NULL
2816,23,2,20246.9744,500,26606,16,17737,NULL,NULL,NULL
2817,71,6,14871.0145,200,20508,57,13672,NULL,NULL,NULL
2818,7,5,423.8095,100,8800,0,,NULL,41022,61533
2819,61,4,19640.7965,200,26648,44,17765,NULL,NULL,NULL
2820,1,0,NULL,300,300,0,,5175,NULL,NULL
2821,35,2,10216.0726,100,13624,24,9083,NULL,NULL,NULL
2823,1,0,NULL,300,300,0,,NULL,3316,3316
2824,73,5,16936.1206,300,22928,51,15285,NULL,NULL,NULL
2825,32,2,26401.0181,1000,35790,25,23860,NULL,NULL,NULL
2826,27,2,16268.5829,300,21934,20,14623,NULL,NULL,NULL
2827,28,2,23067.0000,300,31402,20,20935,NULL,NULL,NULL
2829,30,1,5631.9302,500,31163,16,1000,NULL,NULL,NULL
2830,49,3,15526.1538,900,20570,34,13713,NULL,NULL,NULL
2831,15,1,27343.6020,1100,34911,11,23274,NULL,NULL,NULL
2832,1,0,NULL,700,700,0,,NULL,3244,3244
2833,1,0,NULL,400,400,0,,4455,NULL,NULL
2834,41,3,20720.1473,1000,28678,31,19119,NULL,NULL,NULL
2835,68,3,5252.3353,100,46542,40,300,NULL,NULL,NULL
2836,46,3,21191.3106,600,28152,30,18768,NULL,NULL,NULL
