account_id,D_total_count,D_Total_Months,Total_D,D_monthly_average,D_min_val,D_max_val,D_count_of_the_mode,D_amount_mode,Pension,Base_Salary,Peak_Salary
2373,1,0,1100,0.0000,1100,1100,0,,4812,0,0
2374,1,0,200,0.0000,200,200,0,,0,3497,3497
2375,56,56,1410040,25345.2367,1000,35226,45,23484,0,0,0
2376,27,24,589140,24513.4535,600,33660,20,22440,0,0,0
2377,1,0,300,0.0000,300,300,0,,4393,0,0
2378,114,73,2690516,37025.4495,100,49753,2,5600,0,0,0
2379,81,72,426444,5922.8333,100,13900,59,5072,0,0,0
2380,30,22,198402,9087.1145,100,11138,18,7425,0,0,0
2381,26,22,431772,19596.3086,600,26367,18,17578,0,0,0
2382,1,0,1000,0.0000,1000,1000,0,,6115,0,0
2383,38,29,388969,13600.3147,100,16637,24,11091,0,0,0
2384,1,0,500,0.0000,500,500,0,,0,47906,71859
2385,27,25,525070,20753.7549,300,28122,20,18748,0,0,0
2386,28,24,467944,19363.2000,300,26691,20,17794,0,0,0
2387,1,0,800,0.0000,800,800,0,,5121,0,0
2388,1,0,300,0.0000,300,300,0,,0,3492,3492
2389,32,31,731864,23943.2061,1000,32244,25,21496,0,0,0
2390,50,34,1338217,39907.0676,700,49704,0,,0,0,0
2391,18,13,140946,10570.9500,500,12179,11,8119,0,0,0
2392,9,18,151158,8413.2468,100,47430,0,,0,0,0
2393,80,72,865092,11976.3544,500,16106,60,10737,0,0,0
2394,15,15,260601,17069.9345,400,42086,0,,0,0,0
2395,47,30,274160,9138.6667,200,11000,25,6291,0,0,0
2396,1,0,500,0.0000,500,500,0,,4203,0,0
2397,47,30,203855,6727.8878,800,7041,25,4694,0,0,0
2398,69,25,167386,6668.7649,200,36405,27,200,0,0,0
2399,135,57,402471,7114.9853,100,46183,57,1500,0,0,0
2400,1,0,500,0.0000,500,500,0,,4351,0,0
2401,1,0,1100,0.0000,1100,1100,0,,6852,0,0
2402,1,0,1000,0.0000,1000,1000,0,,6943,0,0
2403,52,34,218936,6407.8829,200,9200,28,4547,0,0,0
2404,21,19,270814,14586.0323,200,19251,15,12834,0,0,0
2405,26,22,322902,14834.7014,600,19313,18,12875,0,0,0
2406,1,0,400,0.0000,400,400,0,,4780,0,0
2407,34,29,354247,12159.5080,300,16407,24,10938,0,0,0
2408,26,24,416884,17664.5763,600,23976,20,15984,0,0,0
2409,44,34,402812,11698.3156,600,15442,28,10295,0,0,0
2410,1,0,600,0.0000,600,600,0,,6105,0,0
2411,68,66,1589690,23977.2247,700,33275,55,22183,0,0,0
2413,18,14,251977,18527.7206,500,23582,11,15721,0,0,0
2414,1,0,400,0.0000,400,400,0,,0,2949,2949
2415,24,22,374780,17270.9677,1100,22980,18,15320,0,0,0
2416,38,35,652509,18643.1143,700,25331,29,16887,0,0,0
2417,71,65,356208,5522.6047,400,11700,53,4744,0,0,0
2418,56,26,1453950,55213.2911,200,49496,0,,0,0,0
2419,121,61,3037046,49570.9358,200,49601,2,36320,0,0,0
2420,4,6,14000,2333.3333,400,9100,0,,0,3602,3602
2421,1,0,900,0.0000,900,900,0,,0,3460,3460
2422,1,0,200,0.0000,200,200,0,,6114,0,0
2423,1,0,400,0.0000,400,400,0,,5671,0,0
2424,85,38,2267578,59000.2949,300,49651,0,,0,0,0
2425,95,72,734391,10261.6348,200,13358,59,8905,0,0,0
2427,73,63,1031599,16374.5873,800,48664,3,9900,0,0,0
2428,67,64,1096040,17107.8044,500,23580,53,15720,0,0,0
2429,82,71,1147090,16171.3816,200,21914,58,14609,0,0,0
2430,57,51,526944,10407.0573,900,14300,41,9032,0,0,0
2431,76,46,395854,8568.2684,100,10500,38,5677,0,0,0
2432,1,0,1100,0.0000,1100,1100,0,,5880,0,0
2433,1,0,500,0.0000,500,500,0,,4718,0,0
2434,98,71,402501,5645.1753,100,10600,59,4391,0,0,0
2435,89,63,2366456,37742.5199,200,49885,0,,0,0,0
2436,75,68,663420,9823.5933,400,14900,55,8540,0,0,0
2437,1,0,500,0.0000,500,500,0,,0,2991,2991
2438,15,13,146352,11286.7866,300,14674,10,9783,0,0,0
2439,1,0,500,0.0000,500,500,0,,6457,0,0
2440,13,12,309030,25681.1634,1100,35530,10,23687,0,0,0
2441,26,24,475400,19974.7899,200,27300,20,18200,0,0,0
2442,1,0,600,0.0000,600,600,0,,0,3163,3163
2443,19,18,476137,26699.2710,1000,36549,15,24366,0,0,0
2444,2,5,1200,240.0000,300,900,0,,0,29316,43974
2445,55,30,1325763,44290.5234,800,49822,2,5056,0,0,0
2446,57,48,628374,13228.9263,400,17811,39,11874,0,0,0
2447,22,17,240993,13957.1236,200,18076,15,12051,0,0,0
2448,1,0,1000,0.0000,1000,1000,0,,0,3390,3390
2449,12,16,106106,6631.6250,200,49898,0,,0,0,0
2450,35,33,893616,27467.7049,900,37134,27,24756,0,0,0
2451,22,20,347976,17693.6949,300,23562,16,15708,0,0,0
2452,1,0,600,0.0000,600,600,0,,5563,0,0
2453,1,0,400,0.0000,400,400,0,,0,3285,3285
2454,134,56,512252,9114.8043,200,49363,57,1700,0,0,0
2455,1,0,200,0.0000,200,200,0,,6216,0,0
2456,18,39,75800,1943.5897,600,9300,2,5600,0,25124,37686
2457,79,62,408708,6609.8329,200,9400,50,5752,0,0,0
2458,3,11,4500,409.0909,300,3100,0,,0,25920,38880
2459,1,0,200,0.0000,200,200,0,,5049,0,0
2460,74,62,500546,8130.1462,100,10386,50,6924,0,0,0
2461,25,15,73681,4933.9955,200,15885,15,1300,0,0,0
2463,52,51,848770,16763.0678,600,23190,41,15460,0,0,0
2464,101,67,2241774,33609.8051,900,49465,2,10600,0,0,0
2465,1,0,1000,0.0000,1000,1000,0,,6003,0,0
2466,23,20,480391,23587.1195,400,31115,17,20743,0,0,0
2467,69,67,1661575,24652.4481,200,34130,55,22753,0,0,0
2468,1,0,400,0.0000,400,400,0,,0,3141,3141
2469,1,0,200,0.0000,200,200,0,,0,3330,3330
2470,57,53,1085532,20366.4540,700,28076,44,18717,0,0,0
2471,4,45,9800,217.7778,600,4100,0,,0,43595,65392
2472,64,59,1042045,17671.7637,800,23903,49,15935,0,0,0
2473,1,0,200,0.0000,200,200,0,,0,2995,2995
2474,10,29,18100,624.1379,200,8600,2,900,0,3559,3559
2475,31,26,376787,14308.3671,600,18626,21,12417,0,0,0
2476,1,0,900,0.0000,900,900,0,,4281,0,0
2477,29,22,129127,5799.1168,200,6968,19,4645,0,0,0
2479,74,63,437704,6955.0424,200,10500,52,5987,0,0,0
2480,29,15,753239,51124.8190,400,49812,0,,0,0,0
2481,21,38,50000,1315.7895,100,15300,3,900,0,0,0
2482,72,58,752934,12937.0103,300,17277,48,11518,0,0,0
2483,29,27,697143,26142.8625,600,35331,22,23554,0,0,0
2484,75,72,1163256,16089.2946,1100,22168,60,14779,0,0,0
2485,1,0,800,0.0000,800,800,0,,4042,0,0
2486,128,71,3478809,49274.9150,100,49955,0,,0,0,0
2487,61,38,254155,6688.2895,100,9300,31,4741,0,0,0
2488,1,0,400,0.0000,400,400,0,,0,3046,3046
2489,1,0,900,0.0000,900,900,0,,5781,0,0
2490,51,46,731446,15786.6043,100,21568,38,14379,0,0,0
2491,41,34,275944,8180.1581,500,10518,28,7012,0,0,0
2492,1,0,700,0.0000,700,700,0,,6901,0,0
2493,105,69,736519,10602.4808,300,18500,57,8063,0,0,0
2494,1,0,200,0.0000,200,200,0,,0,40157,60236
2495,18,21,57900,2757.1429,200,11700,2,4400,0,0,0
2496,74,56,508585,9158.1933,400,11210,45,7473,0,0,0
2497,83,70,483300,6934.0029,200,9600,57,5956,0,0,0
2498,40,34,370688,10934.7493,400,14436,28,9624,0,0,0
2499,53,35,301487,8713.4971,400,12200,29,5855,0,0,0
2500,25,38,121571,3204.8594,200,23676,3,800,0,0,0
2501,60,58,1169128,20099.6218,600,27782,48,18521,0,0,0
2502,28,26,175998,6804.0464,800,9100,21,5828,0,0,0
2503,84,70,762450,10886.9586,100,14361,57,9574,0,0,0
2504,62,61,1554804,25474.6696,300,35064,50,23376,0,0,0
2505,1,0,200,0.0000,200,200,0,,4431,0,0
2506,49,30,1153244,39093.0169,400,49360,0,,0,0,0
2507,36,24,206984,8672.5140,300,10251,20,6834,0,0,0
2508,1,0,700,0.0000,700,700,0,,4271,0,0
2509,37,18,945780,52543.3333,900,47978,0,,0,0,0
2510,65,64,1394639,21644.6818,1100,30076,53,20051,0,0,0
2511,61,56,829022,14777.5758,700,20096,46,13397,0,0,0
2513,15,43,37600,874.4186,200,9800,0,,0,3983,3983
2514,42,41,717549,17702.6891,200,24622,33,16415,0,0,0
2515,35,39,639130,16586.4187,200,49747,2,13800,0,0,0
2516,47,37,705764,18904.3929,300,23832,30,15888,0,0,0
2517,1,0,600,0.0000,600,600,0,,0,31129,46694
2519,1,0,500,0.0000,500,500,0,,5544,0,0
2520,4,14,16500,1178.5714,400,12200,0,,0,3533,3533
2521,44,43,1130974,26139.6148,1000,36063,35,24042,0,0,0
2522,5,19,8800,463.1579,800,3600,0,,0,23226,34839
2523,18,42,28100,669.0476,100,9500,3,400,0,3023,3023
2524,1,0,300,0.0000,300,300,0,,6263,0,0
2525,57,44,421888,9639.4821,500,12009,36,8006,0,0,0
2526,1,0,800,0.0000,800,800,0,,6057,0,0
2527,124,69,2829209,40805.8990,800,49632,3,1000,0,0,0
2528,1,0,1000,0.0000,1000,1000,0,,4236,0,0
2530,32,30,803420,26990.5935,400,36984,25,24656,0,0,0
2531,1,0,200,0.0000,200,200,0,,6294,0,0
2532,1,0,500,0.0000,500,500,0,,0,48965,73448
2533,66,42,292539,6965.2143,200,21300,35,4058,0,0,0
2534,93,67,423589,6294.0416,100,7672,55,5115,0,0,0
2535,25,23,379000,16647.1449,1100,22236,19,14824,0,0,0
2536,1,0,500,0.0000,500,500,0,,6234,0,0
2537,43,22,1249912,57599.6313,400,49558,0,,0,0,0
2538,1,0,200,0.0000,200,200,0,,6379,0,0
2539,1,0,500,0.0000,500,500,0,,6160,0,0
2540,109,45,348228,7698.4819,400,47371,45,1700,0,0,0
2541,61,50,767805,15407.4582,100,20235,41,13490,0,0,0
2542,95,65,445500,6843.3180,100,8200,54,5071,0,0,0
2543,1,0,1100,0.0000,1100,1100,0,,6148,0,0
2544,45,24,254080,10427.3598,300,15800,20,5272,0,0,0
2545,44,24,357950,14650.0682,1100,14146,20,9431,0,0,0
2546,50,47,909652,19272.2881,300,49530,2,4700,0,0,0
2547,46,44,1184680,26863.4921,800,36915,36,24610,0,0,0
2548,51,36,249802,7016.9101,300,13100,30,5118,0,0,0
2549,1,0,200,0.0000,200,200,0,,6345,0,0
2550,45,37,644078,17236.6994,400,23144,30,15429,0,0,0
2551,57,35,1443418,41162.1103,1100,49845,0,,0,0,0
2552,68,66,1286970,19450.4282,400,26970,55,17980,0,0,0
2553,44,41,784342,19068.2820,200,26240,34,17493,0,0,0
2554,67,67,1766164,26532.2584,400,37044,55,24696,0,0,0
2555,76,70,1466372,20938.2009,800,28533,58,19022,0,0,0
2556,1,0,800,0.0000,800,800,0,,0,3009,3009
2557,91,61,364004,5921.9740,200,6600,50,4209,0,0,0
2558,1,0,300,0.0000,300,300,0,,0,2974,2974
2559,51,43,563296,13161.1215,800,16902,35,11268,0,0,0
2560,25,18,182048,10076.4576,300,12581,15,8387,0,0,0
2561,31,27,616224,22936.3772,1100,30866,22,20577,0,0,0
2562,1,0,900,0.0000,900,900,0,,0,3353,3353
2563,81,47,364731,7700.1619,300,12200,39,4477,0,0,0
2564,20,18,403738,21863.0686,1000,28767,15,19178,0,0,0
2565,75,39,248841,6375.0897,400,45797,39,1700,0,0,0
2566,37,69,74600,1081.1594,100,10700,3,3400,0,0,0
2567,7,13,12800,984.6154,100,7900,3,1300,0,3862,3862
2568,59,58,1448660,24933.9071,600,34478,48,22985,0,0,0
2569,1,0,1000,0.0000,1000,1000,0,,6772,0,0
2570,1,0,400,0.0000,400,400,0,,0,3077,3077
2571,2,13,15400,1184.6154,700,14700,0,,0,46999,70498
2572,5,33,35300,1069.6970,600,12300,0,,0,48819,73228
2573,10,27,134881,4928.6602,300,31287,2,300,0,0,0
2574,100,71,1235257,17324.7826,100,29700,59,14319,0,0,0
2575,1,0,1000,0.0000,1000,1000,0,,6618,0,0
2576,101,65,2118129,32788.3746,500,49893,2,8700,0,0,0
2577,1,0,1000,0.0000,1000,1000,0,,5941,0,0
2578,1,0,1100,0.0000,1100,1100,0,,4269,0,0
2579,20,14,84296,6079.0385,200,9700,11,4032,0,0,0
2580,54,38,537693,14287.6794,300,17313,31,11542,0,0,0
2581,73,70,1500334,21402.7675,500,29480,58,19653,0,0,0
2582,65,62,1481670,23859.4203,500,32826,51,21884,0,0,0
2583,46,66,106800,1618.1818,100,13900,4,200,0,0,0
2584,1,0,200,0.0000,200,200,0,,4188,0,0
2585,73,71,1157345,16285.3424,1000,22444,59,14963,0,0,0
2586,34,20,784426,38961.5563,1000,48894,2,12100,0,0,0
2587,19,17,170603,10215.7485,600,13257,14,8838,0,0,0
2588,65,61,1170617,19221.9540,200,26297,50,17531,0,0,0
2589,1,0,700,0.0000,700,700,0,,5541,0,0
2590,1,0,700,0.0000,700,700,0,,0,3030,3030
2591,1,0,800,0.0000,800,800,0,,5718,0,0
2592,78,64,879045,13685.1842,200,17638,53,11759,0,0,0
2593,32,29,632115,21476.1608,1100,29068,25,19379,0,0,0
2594,34,20,755495,37649.2525,400,49588,0,,0,0,0
2595,1,0,300,0.0000,300,300,0,,6828,0,0
2596,1,0,200,0.0000,200,200,0,,0,3428,3428
2597,22,21,456782,21751.5238,600,29751,17,19834,0,0,0
2598,59,34,1414634,41688.6248,300,48920,0,,0,0,0
2599,83,69,1462980,21110.8225,600,49144,2,15700,0,0,0
2600,83,35,2068445,59381.1962,1000,48577,2,1000,0,0,0
2601,14,24,40000,1666.6667,200,10000,2,3500,0,0,0
2602,40,30,407625,13467.7863,300,16455,25,10970,0,0,0
2603,1,0,300,0.0000,300,300,0,,5416,0,0
2604,1,0,700,0.0000,700,700,0,,6173,0,0
2605,51,35,278584,7869.6045,100,10500,29,6368,0,0,0
2606,1,0,1100,0.0000,1100,1100,0,,4499,0,0
2607,18,16,190331,11995.6513,200,16048,13,10699,0,0,0
2608,49,41,400154,9839.8525,500,12858,34,8572,0,0,0
2609,81,69,2282235,33172.0203,800,49843,0,,0,0,0
2610,1,0,300,0.0000,300,300,0,,6858,0,0
2611,36,34,579588,17232.5471,300,23314,28,15543,0,0,0
2612,2,9,1500,166.6667,300,1200,0,,0,22595,33892
2613,1,0,300,0.0000,300,300,0,,4985,0,0
2614,1,0,900,0.0000,900,900,0,,0,3229,3229
2615,55,54,605815,11309.5520,400,15603,44,10402,0,0,0
2616,67,65,1415313,21920.1807,600,30428,53,20285,0,0,0
2617,1,0,400,0.0000,400,400,0,,0,3050,3050
2618,1,0,600,0.0000,600,600,0,,6559,0,0
2619,33,31,390740,12457.1732,1100,16965,25,11310,0,0,0
2620,97,65,502696,7710.0613,300,9200,54,5783,0,0,0
2621,47,38,195507,5135.9107,200,10800,31,4229,0,0,0
2622,50,28,442333,15816.4362,300,15902,23,10601,0,0,0
2623,111,63,464690,7368.2347,100,11400,52,4337,0,0,0
2624,9,32,62900,1965.6250,400,17400,0,,0,26736,40104
2625,60,29,1619484,56167.0751,400,49583,0,,0,0,0
2627,1,0,600,0.0000,600,600,0,,4822,0,0
2628,98,59,2363623,40061.4068,800,48558,2,23840,0,0,0
2629,30,28,556733,20244.8364,300,27316,23,18211,0,0,0
2630,38,36,771880,21303.0359,400,29580,30,19720,0,0,0
2631,1,0,900,0.0000,900,900,0,,0,3436,3436
2632,74,72,1118792,15488.5833,1100,21396,60,14264,0,0,0
2633,80,33,2310257,70078.5743,1100,49347,2,12062,0,0,0
2634,16,14,312389,22155.2482,600,30038,11,20025,0,0,0
2635,2,17,1300,76.4706,600,700,0,,0,30058,45087
2636,1,0,600,0.0000,600,600,0,,4882,0,0
2637,25,24,465692,19760.6223,500,26838,20,17892,0,0,0
2638,57,55,1209965,21946.1608,1100,30122,45,20081,0,0,0
2639,70,69,1796884,26219.1245,400,36399,56,24266,0,0,0
2640,38,27,488701,18144.8391,600,23517,22,15678,0,0,0
2641,70,68,1586968,23223.9220,300,32148,56,21432,0,0,0
2642,47,43,618154,14454.1076,900,19323,35,12882,0,0,0
2644,1,0,600,0.0000,600,600,0,,4984,0,0
2645,85,68,875257,12928.4638,300,16846,55,11231,0,0,0
2646,33,17,875306,50401.4971,1000,49856,0,,0,0,0
2647,97,71,1066249,15010.5443,200,25600,59,12015,0,0,0
2648,42,67,371799,5529.9802,200,46427,2,4100,0,0,0
2649,93,64,809482,12667.9499,100,17000,53,10427,0,0,0
2650,38,33,629320,19012.6888,300,25530,27,17020,0,0,0
2651,2,47,5900,125.5319,200,5700,0,,0,35929,53894
2652,32,29,665112,22856.0825,900,31520,24,21013,0,0,0
2653,25,23,600252,25688.3880,200,34618,20,23079,0,0,0
2654,1,0,900,0.0000,900,900,0,,6179,0,0
2655,32,26,605015,23695.1044,1000,43114,0,,0,0,0
2656,1,0,900,0.0000,900,900,0,,5046,0,0
2657,1,0,400,0.0000,400,400,0,,4281,0,0
2658,1,0,1000,0.0000,1000,1000,0,,0,3406,3406
2659,41,33,281411,8597.0774,200,10805,27,7203,0,0,0
2660,106,63,2812579,44977.2761,200,49740,0,,0,0,0
2661,28,22,219998,10045.5708,800,12712,18,8475,0,0,0
2662,1,0,600,0.0000,600,600,0,,5500,0,0
2663,1,0,700,0.0000,700,700,0,,6362,0,0
2664,64,59,983132,16569.6404,200,22857,49,15238,0,0,0
2665,157,62,499472,8051.6711,300,49825,125,1600,0,0,0
2666,1,0,600,0.0000,600,600,0,,0,2901,2901
2667,1,0,700,0.0000,700,700,0,,0,3270,3270
2668,21,19,313746,16659.0796,900,22239,15,14826,0,0,0
2670,72,71,1878443,26357.9467,1100,36572,59,24381,0,0,0
2671,36,64,65100,1017.1875,100,12300,5,400,0,2976,2976
2672,1,0,300,0.0000,300,300,0,,0,3484,3484
2673,64,60,815070,13614.7550,900,18592,50,12395,0,0,0
2674,56,39,280487,7247.7261,200,45402,39,1300,0,0,0
2675,17,56,329946,5930.7250,200,49280,2,2400,0,0,0
2676,78,72,1189257,16586.5690,200,22895,59,15263,0,0,0
2677,30,28,610987,21977.9496,900,29901,23,19934,0,0,0
2678,1,0,200,0.0000,200,200,0,,0,37930,56895
2679,1,0,1100,0.0000,1100,1100,0,,6654,0,0
2680,22,45,108300,2406.6667,800,15900,2,2600,0,17001,25502
2681,48,47,1221938,25870.2470,1100,35907,39,23938,0,0,0
2684,26,15,131220,8502.3758,300,34406,16,1800,0,0,0
2685,1,0,200,0.0000,200,200,0,,4703,0,0
2686,1,0,900,0.0000,900,900,0,,5896,0,0
2687,1,0,1100,0.0000,1100,1100,0,,6336,0,0
2688,1,0,200,0.0000,200,200,0,,4204,0,0
2689,26,24,521564,22162.7762,1100,29836,20,19891,0,0,0
2690,1,0,600,0.0000,600,600,0,,6632,0,0
2691,28,52,55500,1067.3077,100,13000,4,300,0,0,0
2692,1,0,1100,0.0000,1100,1100,0,,5709,0,0
2693,15,13,229329,17595.5754,1100,23403,10,15602,0,0,0
2694,88,70,1400666,19980.9700,300,26378,58,17585,0,0,0
2695,65,64,1427711,22377.9154,700,31209,52,20806,0,0,0
2696,1,0,600,0.0000,600,600,0,,4673,0,0
2697,103,66,586316,8830.0602,200,15800,55,6224,0,0,0
2698,7,12,131009,11133.9093,1000,42046,0,,0,0,0
2699,1,0,300,0.0000,300,300,0,,0,44899,67348
2700,2,9,1500,166.6667,400,1100,0,,0,30408,45612
2701,95,65,752508,11506.2385,100,14064,54,9376,0,0,0
2702,37,35,931437,26842.5648,1000,36665,29,24443,0,0,0
2703,1,0,1000,0.0000,1000,1000,0,,0,3124,3124
2705,48,66,270100,4092.4242,100,24500,3,600,0,15649,23474
2706,20,30,63000,2100.0000,200,12400,2,2700,0,0,0
2707,82,49,1774959,36223.6531,400,49278,2,11900,0,0,0
2708,36,33,781792,23595.3320,400,32058,27,21372,0,0,0
2709,1,0,600,0.0000,600,600,0,,0,3037,3037
2710,45,30,1267056,42613.9910,100,49970,0,,0,0,0
2711,68,68,1458064,21568.9941,400,29952,55,19968,0,0,0
2712,1,0,400,0.0000,400,400,0,,6604,0,0
2713,1,0,500,0.0000,500,500,0,,6422,0,0
2714,103,71,508648,7120.5973,200,49285,71,1300,0,0,0
2715,1,0,900,0.0000,900,900,0,,0,3329,3329
2716,39,36,806704,22702.7392,300,30804,30,20536,0,0,0
2717,1,0,1000,0.0000,1000,1000,0,,0,3407,3407
2718,72,47,293870,6248.1219,100,46598,47,1600,0,0,0
2719,1,0,500,0.0000,500,500,0,,5955,0,0
2720,44,19,1070481,57656.0682,200,49960,0,,0,0,0
2721,14,13,244132,18876.1856,300,25224,10,16816,0,0,0
2722,1,0,500,0.0000,500,500,0,,5820,0,0
2723,59,46,463254,10122.0830,600,12479,38,8319,0,0,0
2724,30,28,485477,17174.8939,500,23571,23,15714,0,0,0
2725,24,21,474250,23021.8447,1100,30375,17,20250,0,0,0
2726,46,44,1093356,24662.1654,200,34083,36,22722,0,0,0
2727,41,38,593709,15651.3796,300,21112,31,14075,0,0,0
2728,24,16,549220,33902.4691,400,45976,0,,0,0,0
2729,62,48,708300,14880.2521,500,19650,39,13100,0,0,0
2730,1,0,1000,0.0000,1000,1000,0,,0,3427,3427
2731,40,39,971510,24825.6388,300,34278,32,22852,0,0,0
2732,102,63,2532811,39907.7363,100,49684,0,,0,0,0
2733,1,0,700,0.0000,700,700,0,,0,3488,3488
2734,35,24,246356,10236.3989,200,12344,20,8229,0,0,0
2736,73,66,685072,10358.9516,400,14112,55,9408,0,0,0
2737,32,29,625880,21240.2715,800,28781,25,19187,0,0,0
2738,71,62,969445,15729.2320,200,21495,50,14330,0,0,0
2739,67,61,470192,7699.6507,300,10322,50,6881,0,0,0
2740,58,56,1350486,24144.5650,400,33189,46,22126,0,0,0
2741,73,67,1704116,25434.5672,100,49629,2,400,0,0,0
2742,54,50,857189,17007.7183,100,23312,41,15541,0,0,0
2743,20,19,425786,22449.1740,200,30399,15,20266,0,0,0
2744,2,1,4100,0.0000,900,3200,0,,0,15802,23703
2745,18,15,331988,22584.2177,700,29672,12,19781,0,0,0
2746,1,0,1100,0.0000,1100,1100,0,,6556,0,0
2747,59,53,343410,6524.5725,200,8610,43,5740,0,0,0
2749,117,56,2378656,42476.0000,100,48467,2,15900,0,0,0
2750,66,44,362748,8157.7511,100,9564,36,6376,0,0,0
2751,63,44,361624,8218.7273,100,9882,36,6588,0,0,0
2752,62,32,291714,9241.2038,300,48848,33,500,0,0,0
2753,2,1,2300,0.0000,700,1600,0,,0,22021,33032
2754,1,0,500,0.0000,500,500,0,,0,41912,62868
2755,1,0,400,0.0000,400,400,0,,5651,0,0
2756,16,14,319838,23345.8394,700,30594,11,20396,0,0,0
2757,1,0,300,0.0000,300,300,0,,0,3116,3116
2758,112,68,663641,9759.4265,200,11000,55,7039,0,0,0
2759,39,26,860571,33226.6795,700,49660,2,900,0,0,0
2760,28,21,374360,17742.1801,500,22380,17,14920,0,0,0
2761,25,24,471528,19756.7598,900,27152,20,18101,0,0,0
2762,148,70,3708832,53008.5565,100,49388,2,10900,0,0,0
2763,114,72,3156395,44083.7291,200,49691,0,,0,0,0
2764,31,28,512213,18228.2206,100,24856,23,16571,0,0,0
2765,17,15,142738,9644.4595,400,12300,12,7881,0,0,0
2766,37,22,176030,8013.5053,500,12800,18,5247,0,0,0
2767,38,33,704827,21272.4447,100,28964,27,19309,0,0,0
2768,28,60,63800,1063.3333,100,11100,3,900,0,3849,3849
2770,31,58,71400,1231.0345,100,8500,3,1100,0,3855,3855
2771,66,65,1364059,21126.3655,400,29343,53,19562,0,0,0
2772,48,34,471704,13846.4971,100,17088,28,11392,0,0,0
2773,32,30,559955,18582.5774,800,25761,25,17174,0,0,0
2774,43,35,231196,6694.8649,300,9900,29,5442,0,0,0
2775,3,10,5100,510.0000,1000,2700,0,,0,34555,51832
2776,1,0,500,0.0000,500,500,0,,4760,0,0
2777,14,23,44100,1917.3913,500,10100,2,1300,0,0,0
2778,62,60,852330,14166.1496,500,19563,50,13042,0,0,0
2779,69,67,1243722,18609.3067,1100,25962,55,17308,0,0,0
2780,38,36,550598,15294.3889,600,21008,30,14005,0,0,0
2781,112,43,366661,8613.8058,200,48611,42,1200,0,0,0
2782,3,16,15900,993.7500,700,13500,0,,0,26028,39042
2783,100,37,290986,7787.3149,100,46054,37,800,0,0,0
2784,1,0,300,0.0000,300,300,0,,6778,0,0
2787,14,12,288042,23610.0000,900,29704,10,19803,0,0,0
2788,53,51,772068,15208.1681,300,20664,42,13776,0,0,0
2789,69,60,855750,14254.5808,200,19125,50,12750,0,0,0
2790,66,50,927219,18409.3779,200,23522,41,15681,0,0,0
2791,1,0,1100,0.0000,1100,1100,0,,5372,0,0
2792,15,28,45900,1639.2857,100,12300,2,1300,0,3491,3491
2793,1,0,800,0.0000,800,800,0,,0,3452,3452
2794,31,28,383967,13519.9648,1000,18284,23,12189,0,0,0
2795,32,28,607599,21597.1209,200,29420,23,19613,0,0,0
2796,1,0,1000,0.0000,1000,1000,0,,0,40636,60954
2797,25,22,448150,20747.6852,100,27784,18,18523,0,0,0
2798,8,33,17600,533.3333,200,5800,2,200,0,19809,29714
2799,86,57,2278652,39720.8367,200,49678,0,,0,0,0
2800,22,19,428104,22067.2165,900,29012,16,19341,0,0,0
2801,1,0,900,0.0000,900,900,0,,5962,0,0
2802,30,64,72100,1126.5625,400,9200,3,1600,0,3619,3619
2803,60,37,1437239,38774.4335,300,49588,2,2900,0,0,0
2804,41,34,268328,7861.1719,900,14800,28,6263,0,0,0
2805,1,0,1000,0.0000,1000,1000,0,,0,3026,3026
2806,23,18,194676,11082.1252,200,14352,15,9568,0,0,0
2807,20,26,444655,16885.6329,100,49947,0,,0,0,0
2808,31,48,293998,6124.9583,300,46553,3,1200,0,0,0
2809,51,49,785654,16121.4911,700,21986,40,14657,0,0,0
2810,56,45,581888,12798.1232,300,17118,37,11412,0,0,0
2811,65,36,1658290,46063.6111,300,49680,0,,0,0,0
2812,31,30,796775,26797.3655,200,36765,25,24510,0,0,0
2813,63,61,941330,15524.9588,300,21633,50,14422,0,0,0
2814,1,0,500,0.0000,500,500,0,,4544,0,0
2816,23,20,394816,20246.9744,500,26606,16,17737,0,0,0
2817,71,69,1026100,14871.0145,200,20508,57,13672,0,0,0
2818,7,63,26700,423.8095,100,8800,0,,0,41022,61533
2819,61,54,1052092,19640.7965,200,26648,44,17765,0,0,0
2820,1,0,300,0.0000,300,300,0,,5175,0,0
2821,35,29,300012,10216.0726,100,13624,24,9083,0,0,0
2823,1,0,300,0.0000,300,300,0,,0,3316,3316
2824,73,62,1057943,16936.1206,300,22928,51,15285,0,0,0
2825,32,29,777950,26401.0181,1000,35790,25,23860,0,0,0
2826,27,25,405630,16268.5829,300,21934,20,14623,0,0,0
2827,28,24,553608,23067.0000,300,31402,20,20935,0,0,0
2829,30,16,91425,5631.9302,500,31163,16,1000,0,0,0
2830,49,41,632432,15526.1538,900,20570,34,13713,0,0,0
2831,15,13,361847,27343.6020,1100,34911,11,23274,0,0,0
2832,1,0,700,0.0000,700,700,0,,0,3244,3244
2833,1,0,400,0.0000,400,400,0,,4455,0,0
2834,41,38,797035,20720.1473,1000,28678,31,19119,0,0,0
2835,68,39,204666,5252.3353,100,46542,40,300,0,0,0
2836,46,37,786904,21191.3106,600,28152,30,18768,0,0,0
2837,32,31,719600,23516.3399,500,31725,25,21150,0,0,0
2838,138,69,3711558,53557.8355,900,49806,0,,0,0,0
