account_id,yr,mon,date,M_IN,M_OUT,Balance
2023,1995,2,1995-02-10,23684,19046,4638
2023,1995,3,1995-03-10,23705,19346,4359
2023,1995,4,1995-04-10,23718,21446,2272
2023,1995,5,1995-05-10,23715,27926,-4211
2023,1995,6,1995-06-10,35477,30486,4991
2023,1995,7,1995-07-10,23721,24646,-925
2023,1995,8,1995-08-10,23708,27646,-3938
2023,1995,9,1995-09-10,23703,21946,1757
2023,1995,10,1995-10-10,23696,30706,-7010
2023,1995,11,1995-11-10,23661,27246,-3585
2023,1995,12,1995-12-10,35445,29006,6439
2023,1996,1,1996-01-10,23657,35646,-11989
2023,1996,2,1996-02-10,23654,17446,6208
2023,1996,3,1996-03-10,23655,24526,-871
2023,1996,4,1996-04-10,23668,20966,2702
2023,1996,5,1996-05-10,23688,17146,6542
2023,1996,6,1996-06-10,35486,27346,8140
2023,1996,7,1996-07-10,23753,14646,9107
2023,1996,8,1996-08-10,23784,16046,7738
2023,1996,9,1996-09-10,23792,23546,246
2023,1996,10,1996-10-10,23794,23246,548
2023,1996,11,1996-11-10,23796,23246,550
2023,1996,12,1996-12-10,35575,29626,5949
2023,1997,1,1997-01-10,23796,31846,-8050
2023,1997,2,1997-02-10,23793,22046,1747
2023,1997,3,1997-03-10,23802,21546,2256
2023,1997,4,1997-04-10,23786,34646,-10860
2023,1997,5,1997-05-10,23780,17146,6634
2023,1997,6,1997-06-10,35565,34886,679
2023,1997,7,1997-07-10,23799,20546,3253
2023,1997,8,1997-08-10,23812,20846,2966
2023,1997,9,1997-09-10,23813,24046,-233
2023,1997,10,1997-10-10,23816,23046,770
2023,1997,11,1997-11-10,23815,24146,-331
2023,1997,12,1997-12-10,35607,42306,-6699
2023,1998,1,1998-01-10,23800,29626,-5826
2023,1998,2,1998-02-10,23810,8646,15164
2023,1998,3,1998-03-10,23850,27246,-3396
2023,1998,4,1998-04-10,23858,19646,4212
2023,1998,5,1998-05-10,23874,22746,1128
2023,1998,6,1998-06-10,37335,53286,-15951
2023,1998,7,1998-07-10,23812,16086,7726
2023,1998,8,1998-08-10,23841,20146,3695
2023,1998,9,1998-09-10,23855,20346,3509
2023,1998,10,1998-10-10,23866,25446,-1580
2023,1998,11,1998-11-10,23853,26106,-2253
2023,1998,12,1998-12-10,35651,11551,24100
2024,1997,3,1997-03-02,11069,0,11069
2024,1997,4,1997-04-10,15627,0,15627
2024,1997,5,1997-05-10,10668,11200,-532
2024,1997,6,1997-06-10,15914,11500,4414
2024,1997,7,1997-07-10,10659,19639,-8980
2024,1997,8,1997-08-10,10652,12739,-2087
2024,1997,9,1997-09-10,10644,9239,1405
2024,1997,10,1997-10-10,10630,13439,-2809
2024,1997,11,1997-11-10,10636,10339,297
2024,1997,12,1997-12-10,15902,15839,63
2024,1998,1,1998-01-10,11119,14939,-3820
2024,1998,2,1998-02-10,13124,7039,6085
2024,1998,3,1998-03-10,10627,10439,188
2024,1998,4,1998-04-10,10632,9439,1193
2024,1998,5,1998-05-10,10634,11539,-905
2024,1998,6,1998-06-10,15912,14639,1273
2024,1998,7,1998-07-10,10644,17439,-6795
2024,1998,8,1998-08-10,10619,11939,-1320
2024,1998,9,1998-09-10,10614,11439,-825
2024,1998,10,1998-10-10,10609,11439,-830
2024,1998,11,1998-11-10,10599,7039,3560
2024,1998,12,1998-12-10,15892,9024,6868
2025,1994,10,1994-10-02,15978,0,15978
2025,1994,11,1994-11-14,17747,0,17747
2025,1994,12,1994-12-14,22885,22000,885
2025,1995,1,1995-01-14,15284,10900,4384
2025,1995,2,1995-02-14,15316,2535,12781
2025,1995,3,1995-03-14,15333,35519,-20186
2025,1995,4,1995-04-14,15289,16419,-1130
2025,1995,5,1995-05-14,15283,17619,-2336
2025,1995,6,1995-06-14,22862,15119,7743
2025,1995,7,1995-07-14,15299,18799,-3500
2025,1995,8,1995-08-14,15290,15019,271
2025,1995,9,1995-09-14,15289,16719,-1430
2025,1995,10,1995-10-14,15286,14419,867
2025,1995,11,1995-11-14,15284,15499,-215
2025,1995,12,1995-12-14,22869,22879,-10
2025,1996,1,1996-01-14,15261,21219,-5958
2025,1996,2,1996-02-14,15259,15219,40
2025,1996,3,1996-03-14,15259,12599,2660
2025,1996,4,1996-04-14,15270,14419,851
2025,1996,5,1996-05-14,15269,18119,-2850
2025,1996,6,1996-06-14,22844,18419,4425
2025,1996,7,1996-07-14,15268,17859,-2591
2025,1996,8,1996-08-14,15262,17559,-2297
2025,1996,9,1996-09-14,15248,17019,-1771
2025,1996,10,1996-10-14,15255,10219,5036
2025,1996,11,1996-11-14,15272,12219,3053
2025,1996,12,1996-12-14,22859,24159,-1300
2025,1997,1,1997-01-14,18541,30439,-11898
2025,1997,2,1997-02-14,15230,10819,4411
2025,1997,3,1997-03-14,15241,15179,62
2025,1997,4,1997-04-14,15233,18779,-3546
2025,1997,5,1997-05-14,15236,10619,4617
2025,1997,6,1997-06-14,22829,17719,5110
2025,1997,7,1997-07-14,15265,16419,-1154
2025,1997,8,1997-08-14,15256,17819,-2563
2025,1997,9,1997-09-14,15240,19619,-4379
2025,1997,10,1997-10-14,15230,15619,-389
2025,1997,11,1997-11-14,15230,14119,1111
2025,1997,12,1997-12-14,22792,28159,-5367
2025,1998,1,1998-01-14,15204,17219,-2015
2025,1998,2,1998-02-14,15219,6719,8500
2025,1998,3,1998-03-14,15219,22919,-7700
2025,1998,4,1998-04-14,15224,6719,8505
2025,1998,5,1998-05-14,15257,24819,-9562
2025,1998,6,1998-06-14,22807,6719,16088
2025,1998,7,1998-07-14,15286,6719,8567
2025,1998,8,1998-08-14,15262,29719,-14457
2025,1998,9,1998-09-14,15261,6719,8542
2025,1998,10,1998-10-14,15241,26199,-10958
2025,1998,11,1998-11-14,15251,6719,8532
2025,1998,12,1998-12-14,22866,9744,13122
2026,1996,9,1996-09-14,900,0,900
2026,1996,10,1996-10-13,17641,0,17641
2026,1996,11,1996-11-13,13794,5400,8394
2026,1996,12,1996-12-13,20683,10200,10483
2026,1997,1,1997-01-13,13864,8900,4964
2026,1997,2,1997-02-13,13879,12415,1464
2026,1997,3,1997-03-13,13857,25745,-11888
2026,1997,4,1997-04-13,14250,5345,8905
2026,1997,5,1997-05-13,13865,14345,-480
2026,1997,6,1997-06-13,20719,14445,6274
2026,1997,7,1997-07-13,13885,15445,-1560
2026,1997,8,1997-08-13,13863,19245,-5382
2026,1997,9,1997-09-13,13856,13345,511
2026,1997,10,1997-10-13,13854,17245,-3391
2026,1997,11,1997-11-13,13858,8345,5513
2026,1997,12,1997-12-13,20729,14445,6284
2026,1998,1,1998-01-13,13862,22645,-8783
2026,1998,2,1998-02-13,14180,5345,8835
2026,1998,3,1998-03-13,13911,7945,5966
2026,1998,4,1998-04-13,13918,13445,473
2026,1998,5,1998-05-13,13913,14945,-1032
2026,1998,6,1998-06-13,28346,29745,-1399
2026,1998,7,1998-07-13,14335,5345,8990
2026,1998,8,1998-08-13,13959,9245,4714
2026,1998,9,1998-09-13,13965,13345,620
2026,1998,10,1998-10-13,13951,16945,-2994
2026,1998,11,1998-11-13,13949,15145,-1196
2026,1998,12,1998-12-13,20822,12130,8692
2027,1994,11,1994-11-28,800,0,800
2027,1994,12,1994-12-11,5214,0,5214
2027,1995,1,1995-01-11,5214,0,5214
2027,1995,2,1995-02-11,5214,0,5214
2027,1995,3,1995-03-11,5225,600,4625
2027,1995,4,1995-04-11,5304,1115,4189
2027,1995,5,1995-05-11,5323,7371,-2048
2027,1995,6,1995-06-11,5315,4591,724
2027,1995,7,1995-07-11,5319,3491,1828
2027,1995,8,1995-08-11,5326,3491,1835
2027,1995,9,1995-09-11,5333,3891,1442
2027,1995,10,1995-10-11,5339,4771,568
2027,1995,11,1995-11-11,5339,8431,-3092
2027,1995,12,1995-12-11,5325,5991,-666
2027,1996,1,1996-01-11,5302,14301,-8999
2027,1996,2,1996-02-11,5289,3491,1798
2027,1996,3,1996-03-11,5297,3491,1806
2027,1996,4,1996-04-11,5304,3491,1813
2027,1996,5,1996-05-11,5312,3491,1821
2027,1996,6,1996-06-11,5291,15391,-10100
2027,1996,7,1996-07-11,5277,3491,1786
2027,1996,8,1996-08-11,5284,3491,1793
2027,1996,9,1996-09-11,5280,6851,-1571
2027,1996,10,1996-10-11,5285,3491,1794
2027,1996,11,1996-11-11,5293,3491,1802
2027,1996,12,1996-12-11,5291,7331,-2040
2027,1997,1,1997-01-11,5280,8931,-3651
2027,1997,2,1997-02-11,5276,3491,1785
2027,1997,3,1997-03-11,5284,3491,1793
2027,1997,4,1997-04-11,5291,3491,1800
2027,1997,5,1997-05-11,5297,5491,-194
2027,1997,6,1997-06-11,5298,3491,1807
2027,1997,7,1997-07-11,5305,3491,1814
2027,1997,8,1997-08-11,5313,3491,1822
2027,1997,9,1997-09-11,5320,3491,1829
2027,1997,10,1997-10-11,5328,3491,1837
2027,1997,11,1997-11-11,5336,3491,1845
2027,1997,12,1997-12-11,5340,5141,199
2027,1998,1,1998-01-11,5318,15731,-10413
2027,1998,2,1998-02-11,5300,3491,1809
2027,1998,3,1998-03-11,5308,3491,1817
2027,1998,4,1998-04-11,5309,7491,-2182
2027,1998,5,1998-05-11,5307,3491,1816
2027,1998,6,1998-06-11,5314,3491,1823
2027,1998,7,1998-07-11,5322,3491,1831
2027,1998,8,1998-08-11,5329,3491,1838
2027,1998,9,1998-09-11,5337,5411,-74
2027,1998,10,1998-10-11,5339,3491,1848
2027,1998,11,1998-11-11,5344,3491,1853
2027,1998,12,1998-12-11,5349,4776,573
2028,1994,11,1994-11-26,14638,0,14638
2028,1994,12,1994-12-28,99705,26100,73605
2028,1995,1,1995-01-31,367,33400,-33033
2028,1995,2,1995-02-28,367,16400,-16033
2028,1995,3,1995-03-31,367,4900,-4533
2028,1995,4,1995-04-30,367,3900,-3533
2028,1995,5,1995-05-31,367,200,167
2028,1995,6,1995-06-30,367,3800,-3433
2028,1995,7,1995-07-31,367,1900,-1533
2028,1995,8,1995-08-23,1267,0,1267
2028,1995,9,1995-09-22,1467,0,1467
2028,1995,10,1995-10-31,367,1500,-1133
2028,1995,11,1995-11-30,367,3300,-2933
2028,1995,12,1995-12-31,367,300,67
2028,1996,1,1996-01-08,44204,26336,17868
2028,1996,2,1996-02-17,58768,37830,20938
2028,1996,3,1996-03-16,101126,69030,32096
2028,1996,4,1996-04-17,105372,130530,-25158
2028,1996,5,1996-05-13,61040,86077,-25037
2028,1996,6,1996-06-27,105417,55687,49730
2028,1996,7,1996-07-05,63925,125230,-61305
2028,1996,8,1996-08-08,26651,20430,6221
2028,1996,9,1996-09-04,126859,79530,47329
2028,1996,10,1996-10-22,6660,44427,-37767
2028,1996,11,1996-11-24,75231,63730,11501
2028,1996,12,1996-12-01,46824,50030,-3206
2028,1997,1,1997-01-31,202,24248,-24046
2028,1997,2,1997-02-28,140,5130,-4990
2028,1997,3,1997-03-31,108,17231,-17123
2028,1997,4,1997-04-14,6634,14730,-8096
2028,1997,5,1997-05-02,29985,29238,747
2028,1997,6,1997-06-13,9216,11130,-1914
2028,1997,7,1997-07-13,14119,9687,4432
2028,1997,8,1997-08-12,8128,30,8098
2028,1997,9,1997-09-11,1061,30,1031
2028,1997,10,1997-10-11,2053,6330,-4277
2028,1997,11,1997-11-10,4441,6628,-2187
2028,1997,12,1997-12-10,6138,6030,108
2028,1998,1,1998-01-09,1138,30,1108
2028,1998,2,1998-02-26,50170,12630,37540
2028,1998,3,1998-03-31,163,19130,-18967
2028,1998,4,1998-04-09,8204,13830,-5626
2028,1998,5,1998-05-10,12585,4630,7955
2028,1998,6,1998-06-11,35610,38630,-3020
2028,1998,7,1998-07-31,116,6030,-5914
2028,1998,8,1998-08-07,374,13343,-12969
2028,1998,9,1998-09-03,16723,30,16693
2028,1998,10,1998-10-31,59,21030,-20971
2028,1998,11,1998-11-27,69570,15292,54278
2028,1998,12,1998-12-26,17012,27300,-10288
2029,1993,5,1993-05-29,700,0,700
2029,1993,6,1993-06-28,12400,0,12400
2029,1993,7,1993-07-28,7600,0,7600
2029,1993,8,1993-08-27,2600,0,2600
2029,1993,9,1993-09-26,0,900,-900
2029,1993,10,1993-10-26,3100,0,3100
2029,1993,11,1993-11-25,0,1900,-1900
2029,1993,12,1993-12-25,2500,0,2500
2029,1994,1,1994-01-24,200,0,200
2029,1994,2,1994-02-23,0,1000,-1000
2029,1994,3,1994-03-25,0,1200,-1200
2029,1994,4,1994-04-24,200,0,200
2029,1994,5,1994-05-24,0,2600,-2600
2029,1994,6,1994-06-23,0,600,-600
2029,1994,7,1994-07-23,0,200,-200
2029,1994,8,1994-08-22,2000,0,2000
2029,1994,9,1994-09-21,0,1600,-1600
2029,1994,10,1994-10-21,0,1300,-1300
2029,1994,11,1994-11-20,0,2200,-2200
2029,1994,12,1994-12-20,900,0,900
2029,1995,1,1995-01-19,2300,0,2300
2029,1995,2,1995-02-18,100,0,100
2029,1995,3,1995-03-20,900,0,900
2029,1995,4,1995-04-19,0,3100,-3100
2029,1995,5,1995-05-19,0,3700,-3700
2029,1995,6,1995-06-18,0,2300,-2300
2029,1995,7,1995-07-18,2600,0,2600
2029,1995,8,1995-08-17,0,400,-400
2029,1995,9,1995-09-16,0,2000,-2000
2029,1995,11,1995-11-15,0,2000,-2000
2029,1995,12,1995-12-15,0,1100,-1100
2029,1996,1,1996-01-14,0,1100,-1100
2029,1996,4,1996-04-13,0,100,-100
2029,1996,9,1996-09-10,900,0,900
2029,1996,10,1996-10-10,0,500,-500
2029,1996,12,1996-12-09,0,300,-300
2030,1994,9,1994-09-13,1100,0,1100
2030,1994,10,1994-10-05,23507,0,23507
2030,1994,11,1994-11-05,22680,9800,12880
2030,1994,12,1994-12-05,33997,24500,9497
2030,1995,1,1995-01-05,22739,22800,-61
2030,1995,2,1995-02-05,22725,28440,-5715
2030,1995,3,1995-03-05,22716,22640,76
2030,1995,4,1995-04-05,22729,23640,-911
2030,1995,5,1995-05-05,22705,28640,-5935
2030,1995,6,1995-06-05,33989,28340,5649
2030,1995,7,1995-07-05,22726,22040,686
2030,1995,8,1995-08-05,22722,20540,2182
2030,1995,9,1995-09-05,22731,20940,1791
2030,1995,10,1995-10-05,22739,22240,499
2030,1995,11,1995-11-05,22735,28640,-5905
2030,1995,12,1995-12-05,34032,21740,12292
2030,1996,1,1996-01-05,22767,21440,1327
2030,1996,2,1996-02-05,22791,22240,551
2030,1996,3,1996-03-05,22771,22540,231
2030,1996,4,1996-04-05,22789,17840,4949
2030,1996,5,1996-05-05,22820,19440,3380
2030,1996,6,1996-06-05,34089,37540,-3451
2030,1996,7,1996-07-05,22833,11340,11493
2030,1996,8,1996-08-05,22859,23940,-1081
2030,1996,9,1996-09-05,22860,16540,6320
2030,1996,10,1996-10-05,22883,16740,6143
2030,1996,11,1996-11-05,22892,21240,1652
2030,1996,12,1996-12-05,34202,43440,-9238
2030,1997,1,1997-01-05,22924,28140,-5216
2030,1997,2,1997-02-05,22872,6140,16732
2030,1997,3,1997-03-05,22886,42840,-19954
2030,1997,4,1997-04-05,22884,21440,1444
2030,1997,5,1997-05-05,22882,25840,-2958
2030,1997,6,1997-06-05,34115,34640,-525
2030,1997,7,1997-07-05,22845,23240,-395
2030,1997,8,1997-08-05,22835,29040,-6205
2030,1997,9,1997-09-05,22814,23240,-426
2030,1997,10,1997-10-05,22811,22540,271
2030,1997,11,1997-11-05,22805,25940,-3135
2030,1997,12,1997-12-05,34117,30240,3877
2030,1998,1,1998-01-05,22822,27040,-4218
2030,1998,2,1998-02-05,22792,23240,-448
2030,1998,3,1998-03-05,22789,26440,-3651
2030,1998,4,1998-04-05,22776,22340,436
2030,1998,5,1998-05-05,22775,23640,-865
2030,1998,6,1998-06-05,34053,30940,3113
2030,1998,7,1998-07-05,22783,22740,43
2030,1998,8,1998-08-05,22780,22640,140
2030,1998,9,1998-09-05,22792,28340,-5548
2030,1998,10,1998-10-05,22755,23040,-285
2030,1998,11,1998-11-05,22756,19540,3216
2030,1998,12,1998-12-05,34087,6525,27562
2032,1996,11,1996-11-14,200,0,200
2032,1996,12,1996-12-08,18511,0,18511
2032,1997,1,1997-01-08,7930,4600,3330
2032,1997,2,1997-02-08,7933,9100,-1167
2032,1997,3,1997-03-08,7924,10600,-2676
2032,1997,4,1997-04-08,7937,8346,-409
2032,1997,5,1997-05-08,7925,14744,-6819
2032,1997,6,1997-06-08,11813,12844,-1031
2032,1997,7,1997-07-08,7894,5244,2650
2032,1997,8,1997-08-08,7905,5244,2661
2032,1997,9,1997-09-08,7890,14144,-6254
2032,1997,10,1997-10-08,7890,5244,2646
2032,1997,11,1997-11-08,7901,5244,2657
2032,1997,12,1997-12-08,11829,11124,705
2032,1998,1,1998-01-08,7889,13644,-5755
2032,1998,2,1998-02-08,7891,5244,2647
2032,1998,3,1998-03-08,7894,7944,-50
2032,1998,4,1998-04-08,7886,10244,-2358
2032,1998,5,1998-05-08,7892,5244,2648
2032,1998,6,1998-06-08,11837,5244,6593
2032,1998,7,1998-07-08,7928,7284,644
2032,1998,8,1998-08-08,7933,5244,2689
2032,1998,9,1998-09-08,7944,5244,2700
2032,1998,10,1998-10-08,7954,10284,-2330
2032,1998,11,1998-11-08,7939,12204,-4265
2032,1998,12,1998-12-08,11843,14989,-3146
2033,1996,3,1996-03-20,1100,0,1100
2033,1996,4,1996-04-06,15457,0,15457
2033,1996,5,1996-05-06,11009,4400,6609
2033,1996,6,1996-06-06,16499,11700,4799
2033,1996,7,1996-07-06,11053,7000,4053
2033,1996,8,1996-08-06,11066,13249,-2183
2033,1996,9,1996-09-06,11055,13289,-2234
2033,1996,10,1996-10-06,11054,9389,1665
2033,1996,11,1996-11-06,11058,10389,669
2033,1996,12,1996-12-06,16528,16329,199
2033,1997,1,1997-01-06,11027,27689,-16662
2033,1997,2,1997-02-06,14213,4289,9924
2033,1997,3,1997-03-06,11034,9789,1245
2033,1997,4,1997-04-06,11044,7489,3555
2033,1997,5,1997-05-06,11051,10689,362
2033,1997,6,1997-06-06,16492,30369,-13877
2033,1997,7,1997-07-06,17525,9809,7716
2033,1997,8,1997-08-06,11629,11969,-340
2033,1997,9,1997-09-06,11040,4789,6251
2033,1997,10,1997-10-06,11063,5789,5274
2033,1997,11,1997-11-06,11069,13269,-2200
2033,1997,12,1997-12-06,16530,16629,-99
2033,1998,1,1998-01-06,11727,22489,-10762
2033,1998,2,1998-02-06,15019,16649,-1630
2033,1998,3,1998-03-06,14438,4289,10149
2033,1998,4,1998-04-06,11054,9589,1465
2033,1998,5,1998-05-06,11070,10309,761
2033,1998,6,1998-06-06,16516,23189,-6673
2033,1998,7,1998-07-06,11037,9289,1748
2033,1998,8,1998-08-06,11052,7189,3863
2033,1998,9,1998-09-06,11079,4389,6690
2033,1998,10,1998-10-06,11088,9589,1499
2033,1998,11,1998-11-06,11102,7489,3613
2033,1998,12,1998-12-06,16605,8994,7611
2034,1996,8,1996-08-21,400,0,400
2034,1996,9,1996-09-08,25367,0,25367
2034,1996,10,1996-10-08,22551,12400,10151
2034,1996,11,1996-11-08,22587,16400,6187
2034,1996,12,1996-12-08,33834,24200,9634
2034,1997,1,1997-01-08,22630,49019,-26389
2034,1997,2,1997-02-08,22566,15879,6687
2034,1997,3,1997-03-08,22584,17159,5425
2034,1997,4,1997-04-08,22600,20159,2441
2034,1997,5,1997-05-08,22614,17959,4655
2034,1997,6,1997-06-08,33855,32619,1236
2034,1997,7,1997-07-08,22636,18459,4177
2034,1997,8,1997-08-08,22653,22259,394
2034,1997,9,1997-09-08,22651,18959,3692
2034,1997,10,1997-10-08,22662,20859,1803
2034,1997,11,1997-11-08,22677,16959,5718
2034,1997,12,1997-12-08,33920,28459,5461
2034,1998,1,1998-01-08,22661,50559,-27898
2034,1998,2,1998-02-08,22618,17659,4959
2034,1998,3,1998-03-08,22638,12659,9979
2034,1998,4,1998-04-08,22667,17359,5308
2034,1998,5,1998-05-08,22685,19159,3526
2034,1998,6,1998-06-08,33825,67599,-33774
2034,1998,7,1998-07-08,30300,14759,15541
2034,1998,8,1998-08-08,22635,15259,7376
2034,1998,9,1998-09-08,22660,17759,4901
2034,1998,10,1998-10-08,22686,15959,6727
2034,1998,11,1998-11-08,22703,20559,2144
2034,1998,12,1998-12-08,33918,39144,-5226
2035,1996,5,1996-05-10,400,0,400
2035,1996,6,1996-06-05,44199,6800,37399
2035,1996,7,1996-07-05,29571,21600,7971
2035,1996,8,1996-08-05,29601,22900,6701
2035,1996,9,1996-09-05,29617,26500,3117
2035,1996,10,1996-10-05,29540,60507,-30967
2035,1996,11,1996-11-05,29472,39972,-10500
2035,1996,12,1996-12-05,44195,33783,10412
2035,1997,1,1997-01-05,29510,31350,-1840
2035,1997,2,1997-02-05,33855,22450,11405
2035,1997,3,1997-03-05,29542,30750,-1208
2035,1997,4,1997-04-05,29544,27750,1794
2035,1997,5,1997-05-05,29531,32450,-2919
2035,1997,6,1997-06-05,44285,36350,7935
2035,1997,7,1997-07-05,29585,22750,6835
2035,1997,8,1997-08-05,29613,22650,6963
2035,1997,9,1997-09-05,29623,28650,973
2035,1997,10,1997-10-05,29638,25250,4388
2035,1997,11,1997-11-05,29635,31650,-2015
2035,1997,12,1997-12-05,44371,47850,-3479
2035,1998,1,1998-01-05,31970,47850,-15880
2035,1998,2,1998-02-05,29571,32748,-3177
2035,1998,3,1998-03-05,31902,23048,8854
2035,1998,4,1998-04-05,29612,32930,-3318
2035,1998,5,1998-05-05,29588,31022,-1434
2035,1998,6,1998-06-05,44314,39848,4466
2035,1998,7,1998-07-05,29579,37148,-7569
2035,1998,8,1998-08-05,29580,24548,5032
2035,1998,9,1998-09-05,29591,28648,943
2035,1998,10,1998-10-05,32545,37821,-5276
2035,1998,11,1998-11-05,29586,17148,12438
2035,1998,12,1998-12-05,44375,17433,26942
2036,1997,10,1997-10-03,15636,0,15636
2036,1997,11,1997-11-13,5278,0,5278
2036,1997,12,1997-12-13,989,0,989
2036,1998,1,1998-01-13,10295,5365,4930
2036,1998,2,1998-02-17,711,865,-154
2036,1998,3,1998-03-17,1614,15,1599
2036,1998,4,1998-04-13,3425,1115,2310
2036,1998,5,1998-05-18,35868,14815,21053
2036,1998,6,1998-06-13,10547,29065,-18518
2036,1998,7,1998-07-12,25235,8615,16620
2036,1998,8,1998-08-13,805,5915,-5110
2036,1998,9,1998-09-13,784,6115,-5331
2036,1998,10,1998-10-16,763,1515,-752
2036,1998,11,1998-11-13,4258,2465,1793
2036,1998,12,1998-12-14,765,2100,-1335
2037,1993,5,1993-05-06,17528,0,17528
2037,1993,6,1993-06-10,28720,0,28720
2037,1993,7,1993-07-10,16784,11300,5484
2037,1993,8,1993-08-10,16795,15500,1295
2037,1993,9,1993-09-10,16801,15077,1724
2037,1993,10,1993-10-10,16764,25992,-9228
2037,1993,11,1993-11-10,16737,22152,-5415
2037,1993,12,1993-12-10,25031,26412,-1381
2037,1994,1,1994-01-10,16728,24652,-7924
2037,1994,2,1994-02-10,16725,9312,7413
2037,1994,3,1994-03-10,16727,16012,715
2037,1994,4,1994-04-10,16722,22332,-5610
2037,1994,5,1994-05-10,16722,15712,1010
2037,1994,6,1994-06-10,24981,29592,-4611
2037,1994,7,1994-07-10,16711,17852,-1141
2037,1994,8,1994-08-10,16703,14572,2131
2037,1994,9,1994-09-10,16723,15312,1411
2037,1994,10,1994-10-10,16729,14212,2517
2037,1994,11,1994-11-10,16738,14812,1926
2037,1994,12,1994-12-10,25042,26532,-1490
2037,1995,1,1995-01-10,16699,21072,-4373
2037,1995,2,1995-02-10,16705,18272,-1567
2037,1995,3,1995-03-10,16717,11412,5305
2037,1995,4,1995-04-10,16725,17192,-467
2037,1995,5,1995-05-10,16730,15232,1498
2037,1995,6,1995-06-10,25049,18812,6237
2037,1995,7,1995-07-10,16759,21412,-4653
2037,1995,8,1995-08-10,16729,22552,-5823
2037,1995,9,1995-09-10,16722,14552,2170
2037,1995,10,1995-10-10,16734,11312,5422
2037,1995,11,1995-11-10,16748,17812,-1064
2037,1995,12,1995-12-10,25039,22852,2187
2037,1996,1,1996-01-10,16750,17412,-662
2037,1996,2,1996-02-10,16745,19512,-2767
2037,1996,3,1996-03-10,16736,17712,-976
2037,1996,4,1996-04-10,16735,15512,1223
2037,1996,5,1996-05-10,16743,13112,3631
2037,1996,6,1996-06-10,25027,31792,-6765
2037,1996,7,1996-07-10,16730,13732,2998
2037,1996,8,1996-08-10,16742,13392,3350
2037,1996,9,1996-09-10,16745,18312,-1567
2037,1996,10,1996-10-10,16744,15792,952
2037,1996,11,1996-11-10,16740,18812,-2072
2037,1996,12,1996-12-10,25036,23192,1844
2037,1997,1,1997-01-10,16723,24612,-7889
2037,1997,2,1997-02-10,16717,12272,4445
2037,1997,3,1997-03-10,16734,13812,2922
2037,1997,4,1997-04-10,16751,20172,-3421
2037,1997,5,1997-05-10,16734,12412,4322
2037,1997,6,1997-06-10,25044,20912,4132
2037,1997,7,1997-07-10,16747,23052,-6305
2037,1997,8,1997-08-10,16721,17752,-1031
2037,1997,9,1997-09-10,16724,17512,-788
2037,1997,10,1997-10-10,16741,17112,-371
2037,1997,11,1997-11-10,16709,20512,-3803
2037,1997,12,1997-12-10,25002,21892,3110
2037,1998,1,1998-01-10,16704,20512,-3808
2037,1998,2,1998-02-10,18424,9312,9112
2037,1998,3,1998-03-10,16728,20312,-3584
2037,1998,4,1998-04-10,16722,17152,-430
2037,1998,5,1998-05-10,16717,21952,-5235
2037,1998,6,1998-06-10,32602,23672,8930
2037,1998,7,1998-07-10,16742,16852,-110
2037,1998,8,1998-08-10,16730,19332,-2602
2037,1998,9,1998-09-10,20153,9312,10841
2037,1998,10,1998-10-10,16777,12312,4465
2037,1998,11,1998-11-10,16786,14512,2274
2037,1998,12,1998-12-10,25112,13457,11655
2038,1993,8,1993-08-06,900,0,900
2038,1993,9,1993-09-05,13094,0,13094
2038,1993,10,1993-10-05,10236,0,10236
2038,1993,11,1993-11-05,5574,1800,3774
2038,1993,12,1993-12-05,8337,1100,7237
2038,1994,1,1994-01-05,5599,10197,-4598
2038,1994,2,1994-02-05,5590,6357,-767
2038,1994,3,1994-03-05,5582,7457,-1875
2038,1994,4,1994-04-05,5579,6957,-1378
2038,1994,5,1994-05-05,6488,3657,2831
2038,1994,6,1994-06-05,8335,10797,-2462
2038,1994,7,1994-07-05,5581,5257,324
2038,1994,8,1994-08-05,6485,7557,-1072
2038,1994,9,1994-09-05,5584,3957,1627
2038,1994,10,1994-10-05,5589,7757,-2168
2038,1994,11,1994-11-05,5781,3657,2124
2038,1994,12,1994-12-05,8309,11297,-2988
2038,1995,1,1995-01-05,7278,3657,3621
2038,1995,2,1995-02-05,5590,4257,1333
2038,1995,3,1995-03-05,5589,9857,-4268
2038,1995,4,1995-04-05,5577,4757,820
2038,1995,5,1995-05-05,5581,8617,-3036
2038,1995,6,1995-06-05,8308,6657,1651
2038,1995,7,1995-07-05,5575,4257,1318
2038,1995,8,1995-08-05,5578,5077,501
2038,1995,9,1995-09-05,5580,6557,-977
2038,1995,10,1995-10-05,10275,8937,1338
2038,1995,11,1995-11-05,6085,3657,2428
2038,1995,12,1995-12-05,8327,9617,-1290
2038,1996,1,1996-01-05,9965,12297,-2332
2038,1996,2,1996-02-05,9274,6777,2497
2038,1996,3,1996-03-05,5668,9537,-3869
2038,1996,4,1996-04-05,5574,5057,517
2038,1996,5,1996-05-05,7077,3657,3420
2038,1996,6,1996-06-05,8329,6457,1872
2038,1996,7,1996-07-05,5591,8957,-3366
2038,1996,8,1996-08-05,6181,5697,484
2038,1996,9,1996-09-05,5585,5557,28
2038,1996,10,1996-10-05,5582,4697,885
2038,1996,11,1996-11-05,9894,8697,1197
2038,1996,12,1996-12-05,10037,4457,5580
