account_id,FeesOnTheAccount,T_Total_Months,T_Total_amount,T_monthly_average,W_Total_Months,W_count,W_Total_amount,W_monthly_average
2474,15,27,66416,2459.8519,29,41,51860,1776.0274
2475,15,21,177483,8451.5714,24,35,177800,7387.8116
2476,15,55,156970,2854.0000,56,41,89720,1602.1429
2477,15,17,55728,3278.1176,21,21,56420,2734.4103
2479,15,59,234500,3974.5763,61,69,191800,3142.5451
2480,15,0,0,0.0000,15,44,749174,50056.1693
2481,0,0,0,0.0000,30,18,35100,1170.0000
2482,15,54,412992,7648.0000,57,76,312000,5473.6842
2483,15,21,218284,10394.4762,25,46,422400,17170.7317
2484,15,68,326889,4807.1912,70,125,801260,11424.8099
2485,15,11,23328,2120.7273,11,8,17290,1543.7500
2486,15,11,24516,2228.7273,70,257,3391872,48640.6119
2487,15,34,107440,3160.0000,36,43,110000,3066.9145
2488,15,65,131950,2030.0000,64,34,47820,744.8598
2489,15,65,250510,3854.0000,67,78,131780,1980.6613
2490,15,42,175350,4175.0000,45,88,495300,11055.8036
2491,15,30,96990,3233.0000,32,54,155300,4838.0062
2492,15,11,41657,3787.0000,12,20,54260,4447.5410
2493,15,64,344000,5375.0000,67,80,324680,4843.5604
2494,15,52,369345,7102.7885,56,114,2036864,36437.6386
2495,0,0,0,0.0000,6,4,8500,1416.6667
2496,15,51,353154,6924.5882,42,51,138320,3262.2642
2497,15,65,258050,3970.0000,67,73,192080,2854.0862
2498,15,29,126690,4368.6207,32,52,204100,6472.5159
2499,15,30,119023,3967.4333,32,45,145800,4565.7620
2500,15,0,0,0.0000,34,27,100350,2960.1770
2501,15,53,233783,4411.0000,56,84,850300,15165.8740
2502,15,21,85470,4070.0000,24,18,65720,2715.7025
2503,15,65,408135,6279.0000,68,88,298760,4421.7070
2504,15,56,308728,5513.0000,60,105,1194400,19906.6667
2505,15,25,50986,2039.4400,25,33,61580,2489.7574
2506,100,25,261976,10479.0400,29,49,801830,27809.1329
2507,15,19,91120,4795.7895,21,28,89300,4334.9515
2508,15,65,142545,2193.0000,64,70,140020,2173.0988
2509,15,15,214400,14293.3333,17,38,722177,43504.6386
2510,15,59,467162,7918.0000,64,125,861400,13565.3543
2511,15,52,299260,5755.0000,55,86,493800,9049.4808
2513,15,61,161955,2655.0000,62,91,122470,1971.0837
2514,15,36,144036,4001.0000,39,79,500000,12809.5645
2515,15,0,0,0.0000,32,52,602916,19140.1905
2516,15,17,174978,10292.8235,37,78,489740,13248.1515
2517,100,20,247149,12357.4500,25,42,548648,22333.0258
2519,15,67,107133,1599.0000,68,101,243850,3587.7881
2520,15,36,84780,2355.0000,38,36,58230,1521.6899
2521,15,38,228076,6002.0000,42,85,831500,19626.2785
2522,15,0,0,0.0000,34,86,876684,25937.3964
2523,15,63,126872,2013.8413,64,57,80710,1271.0236
2524,15,43,109650,2550.0000,44,58,168570,3790.9295
2525,15,39,208143,5337.0000,41,53,198100,4831.7073
2526,15,24,99100,4129.1667,25,37,68210,2681.9135
2527,15,66,381084,5774.0000,69,154,2398127,34805.9071
2528,15,65,183560,2824.0000,64,60,89050,1391.4063
2530,15,25,212477,8499.0800,28,52,561680,19964.9289
2531,15,18,30666,1703.6667,20,35,84700,4172.4138
2532,15,18,230527,12807.0556,23,46,1021635,44099.3525
2533,15,0,0,0.0000,39,62,248100,6329.0816
2534,15,62,211420,3410.0000,64,71,199860,3105.0233
2535,15,19,85804,4516.0000,21,39,270940,12901.9048
2536,15,46,144256,3136.0000,47,63,143770,3082.9878
2537,15,19,257260,13540.0000,22,53,971951,44653.1853
2538,15,54,199206,3689.0000,56,70,145830,2615.0030
2539,15,15,61168,4077.8667,15,21,35020,2264.2241
2540,15,0,0,0.0000,43,76,310500,7204.1763
2541,15,46,270303,5876.1522,48,86,437600,9123.0021
2542,15,60,202800,3380.0000,63,89,232380,3708.1915
2543,15,66,141570,2145.0000,67,103,223080,3311.4300
2544,15,20,73794,3689.7000,21,23,114620,5510.5769
2545,15,20,173771,8688.5500,23,30,165680,7287.9765
2546,15,47,216999,4617.0000,44,48,686435,15600.7955
2547,15,39,214188,5492.0000,44,81,892100,20414.1876
2548,15,0,0,0.0000,33,47,222080,6826.2295
2549,15,57,118845,2085.0000,58,96,227100,3906.5367
2550,15,33,235623,7140.0909,36,65,320200,9011.2570
2551,15,30,446989,14899.6333,34,54,920920,27085.8824
2552,15,62,436170,7035.0000,64,133,785300,12206.7358
2553,15,37,358419,9687.0000,39,65,388220,9870.0000
2554,15,62,471634,7607.0000,66,128,1248560,18822.5126
2555,15,65,502125,7725.0000,69,131,895740,13063.7822
2556,15,9,20060,2228.8889,9,10,9990,1097.8022
2557,15,57,159942,2806.0000,58,76,186500,3195.3170
2558,15,12,25766,2147.1667,12,8,7920,682.7586
2559,15,39,199797,5123.0000,41,64,313520,7684.3137
2560,15,12,72683,6056.9167,16,19,87040,5615.4839
2561,15,21,170808,8133.7143,25,41,370200,14987.8543
2562,15,34,78225,2300.7353,36,41,37500,1044.5682
2563,15,43,128312,2984.0000,44,59,197940,4471.5361
2564,15,14,121290,8663.5714,18,27,241680,13451.5770
2565,15,0,0,0.0000,35,46,236950,6770.0000
2566,0,0,0,0.0000,64,34,68700,1073.4375
2567,15,30,79794,2659.8000,30,29,50180,1656.1056
2568,15,54,351166,6503.0741,57,115,1039000,18228.0702
2569,15,49,114366,2334.0000,51,97,234670,4574.4639
2570,15,30,63581,2119.3667,31,37,31050,1005.9395
2571,15,0,0,0.0000,22,55,1093596,49409.4578
2572,100,29,225000,7758.6207,49,149,2348831,48033.3538
2573,15,0,0,0.0000,23,12,124300,5404.3478
2574,15,66,630036,9546.0000,70,116,510700,7313.1265
2575,15,14,38670,2762.1429,17,31,71750,4330.9859
2576,15,62,502572,8106.0000,64,108,1561542,24475.5799
2577,15,37,123839,3347.0000,36,45,100250,2784.7222
2578,15,27,79688,2951.4074,28,24,43820,1553.9007
2579,15,9,26880,2986.6667,12,17,40260,3490.7514
2580,15,34,213725,6286.0294,36,61,266240,7368.2657
2581,15,65,309985,4769.0000,69,142,1109020,16158.6207
2582,15,58,179734,3098.8621,60,123,1243060,20717.6667
2583,0,0,0,0.0000,62,23,34500,556.4516
2584,15,61,96136,1576.0000,62,78,157940,2559.8055
2585,15,0,0,0.0000,69,134,1135345,16367.2994
2586,15,0,0,0.0000,18,44,705689,38845.2661
2587,15,0,0,0.0000,15,30,157000,10753.4247
2588,15,57,371013,6509.0000,60,115,751820,12502.5499
2589,15,20,75338,3766.9000,21,22,51110,2437.6789
2590,15,21,42420,2020.0000,18,24,22590,1255.0000
2591,15,26,89127,3427.9615,28,44,71040,2558.4634
2592,15,60,307740,5129.0000,63,113,494900,7914.1791
2593,15,25,189800,7592.0000,27,61,401080,14620.1701
2594,100,9,114180,12686.6667,19,36,580469,30497.4956
2595,15,10,38291,3829.1000,12,15,38330,3185.3186
2596,15,47,107395,2285.0000,47,47,47560,1001.9663
2597,15,16,57035,3564.6875,21,37,379140,18345.4839
2598,15,0,0,0.0000,32,85,1312492,40467.3792
2599,15,0,0,0.0000,65,98,1345723,20618.8407
2600,15,31,140128,4520.2581,34,82,1852581,55245.9543
2601,0,0,0,0.0000,20,10,19900,995.0000
2602,15,25,135125,5405.0000,28,50,221040,7819.8113
2603,15,25,83460,3338.4000,24,30,50390,2087.9834
2604,15,25,103090,4123.6000,25,34,58850,2316.9291
2605,15,30,131595,4386.5000,33,42,111000,3336.6733
2606,15,49,121226,2474.0000,48,49,91450,1894.6823
2607,15,11,36840,3349.0909,14,30,134180,9296.5358
2608,15,37,177156,4788.0000,38,68,199180,5297.3404
2609,15,0,0,0.0000,65,137,2237649,34425.3692
2610,15,19,36840,1938.9474,20,28,87190,4302.1382
2611,15,0,0,0.0000,32,46,520400,16228.6902
2612,15,0,0,0.0000,19,40,462979,24197.5087
2613,15,59,182605,3095.0000,57,54,116740,2045.6776
2614,15,22,49496,2249.8182,23,21,27850,1202.1583
2615,15,0,0,0.0000,52,77,548800,10635.6589
2616,15,60,491280,8188.0000,63,126,910880,14458.4127
2617,15,58,117914,2033.0000,59,41,59580,1008.6907
2618,15,64,206272,3223.0000,65,87,221610,3388.5321
2619,15,25,141804,5672.1600,29,38,212780,7229.2186
2620,15,60,231300,3855.0000,62,88,225100,3636.5105
2621,15,32,93027,2907.0938,35,32,88980,2511.1947
2622,15,23,209375,9103.2609,27,47,206340,7766.8758
2623,15,58,167678,2891.0000,59,77,235660,3994.2373
2624,15,28,311576,11127.7143,32,67,654683,20674.2000
2625,30,27,139384,5162.3704,29,87,1435325,49608.0069
2627,15,47,99001,2106.4043,46,49,128770,2828.0381
2628,100,0,0,0.0000,59,150,2359759,40109.2181
2629,15,0,0,0.0000,26,51,514380,19783.8462
2630,15,0,0,0.0000,34,76,744200,21717.8988
2631,15,28,61625,2200.8929,28,30,20190,716.8047
2632,15,68,295703,4348.5735,70,149,769900,10956.8311
2633,15,0,0,0.0000,33,88,2270668,69510.2449
2634,15,0,0,0.0000,13,19,221200,17555.5556
2635,15,0,0,0.0000,34,81,1102277,32483.6051
2636,15,19,65080,3425.2632,19,18,38550,1990.5336
2637,15,18,98686,5482.5556,22,39,328180,14917.2727
2638,15,50,314200,6284.0000,54,105,819640,15094.6593
2639,15,63,543879,8633.0000,67,141,1201300,17956.6517
2640,15,22,204056,9275.2727,25,40,219700,8626.9634
2641,15,64,328064,5126.0000,66,133,1163900,17617.0535
2642,15,39,146197,3748.6410,41,83,472442,11393.2958
2644,15,12,34807,2900.5833,12,16,24090,1932.3529
2645,15,63,465204,7384.1905,66,92,384200,5841.8652
2646,15,9,70600,7844.4444,15,40,745415,49040.4605
2647,15,66,349998,5303.0000,70,127,626100,9008.6331
2648,15,0,0,0.0000,64,66,340350,5329.0710
2649,15,60,416563,6942.7167,62,92,335340,5408.7097
2650,15,27,127764,4732.0000,31,59,429840,13865.8065
2651,15,64,695168,10862.0000,69,148,1994335,28903.4058
2652,15,24,200415,8350.6250,28,54,418260,15154.3478
2653,15,19,165520,8711.5789,22,41,365700,16622.7273
2654,15,49,189189,3861.0000,49,71,124760,2535.7724
2655,15,24,108200,4508.3333,27,49,471868,17717.1965
2656,15,16,36159,2259.9375,13,23,45320,3382.0896
2657,15,21,47828,2277.5238,23,20,41970,1865.3333
2658,15,8,20430,2553.7500,8,6,4230,517.9592
2659,15,0,0,0.0000,31,58,240200,7731.7597
2660,30,0,0,0.0000,58,175,2792727,47875.3200
2661,15,16,80988,5061.7500,20,32,119300,5994.9749
2662,15,50,181250,3625.0000,50,50,96310,1914.7117
2663,15,42,162834,3877.0000,44,59,107160,2454.0458
2664,15,55,216040,3928.0000,58,117,694400,12027.7136
2665,15,0,0,0.0000,61,119,487200,7943.4783
2666,15,65,125710,1934.0000,64,66,64020,1007.6600
2667,15,58,126440,2180.0000,57,55,55000,960.9785
2668,15,14,148260,10590.0000,17,31,141700,8417.8218
2670,15,67,585044,8732.0000,71,89,1264180,17822.0865
2671,15,59,117056,1984.0000,60,66,102640,1702.1559
2672,15,16,37363,2335.1875,18,12,19490,1090.8582
2673,15,56,328720,5870.0000,58,111,461300,7944.3169
2674,15,0,0,0.0000,36,68,266050,7403.9889
2675,15,0,0,0.0000,54,44,320700,5938.8889
2676,15,67,344341,5139.4179,69,133,796780,11486.4969
2677,15,23,145610,6330.8696,26,39,427660,16469.5764
2678,15,0,0,0.0000,17,40,643185,38360.9344
2679,15,11,46104,4191.2727,14,16,39370,2812.1429
2680,15,0,0,0.0000,44,94,915105,20861.0562
2681,15,43,200466,4662.0000,47,99,937000,20035.6379
2684,15,0,0,0.0000,12,25,91850,7570.0549
2685,15,21,56672,2698.6667,21,12,40880,1955.9809
2686,15,31,63872,2060.3871,32,38,134870,4268.0380
2687,15,62,237460,3830.0000,61,80,156670,2555.7912
2688,15,42,117684,2802.0000,41,32,62780,1539.9836
2689,15,19,96960,5103.1579,22,42,383100,17230.8846
2690,15,16,34289,2143.0625,16,31,84430,5148.1707
2691,0,0,0,0.0000,55,33,47400,861.8182
2692,15,32,111738,3491.8125,31,30,68500,2195.5128
2693,15,7,46816,6688.0000,11,16,126480,11498.1818
2694,15,66,324744,4920.3636,69,172,1006200,14653.3981
2695,15,58,227534,3923.0000,62,122,1128320,18120.7709
2696,15,17,56070,3298.2353,19,18,32140,1734.1727
2697,15,62,256609,4138.8548,64,88,263620,4142.7973
2698,0,0,0,0.0000,16,15,114500,7156.2500
2699,15,18,102959,5719.9444,23,70,1017386,43852.8448
2700,15,57,843372,14796.0000,61,97,1166934,19119.6177
2701,15,61,375489,6155.5574,64,99,335740,5267.8870
2702,15,30,110517,3683.9000,33,47,784000,23520.0000
2703,15,8,18738,2342.2500,8,6,6160,766.8050
2705,100,61,747991,12262.1475,64,102,581258,9072.7055
2706,0,0,0,0.0000,23,11,26600,1156.5217
2707,15,47,262166,5578.0000,47,111,1474036,31251.6466
2708,15,0,0,0.0000,32,60,710860,22519.3242
2709,15,21,44512,2119.6190,21,22,18720,876.1310
2710,15,0,0,0.0000,29,68,1248719,43009.8393
2711,15,63,459900,7300.0000,67,136,953900,14230.2337
2712,15,64,190464,2976.0000,64,96,253550,3961.7188
2713,15,53,179511,3387.0000,53,61,139290,2614.9562
2714,15,0,0,0.0000,68,121,497800,7349.4094
2715,15,9,22190,2465.5556,7,6,5190,737.9147
2716,15,32,270240,8445.0000,34,55,500840,14876.4356
2717,15,24,56775,2365.6250,24,30,23290,963.7241
2718,15,0,0,0.0000,43,63,278400,6514.8206
2719,15,29,86670,2988.6207,29,47,106520,3619.0260
2720,30,16,206589,12911.8125,17,46,792136,45965.3385
2721,15,8,35964,4495.5000,12,17,187860,15482.9670
2722,15,12,21723,1810.2500,13,14,49580,3893.7173
2723,15,41,227386,5546.0000,41,66,209340,5105.8537
2724,15,23,153576,6677.2174,27,44,276200,10204.4335
2725,15,16,66715,4169.6875,19,47,333980,17764.8936
2726,15,40,211880,5297.0000,43,87,814660,19138.4495
2727,15,0,0,0.0000,36,72,580360,15929.3687
2728,30,12,161528,13460.6667,16,33,338232,20964.7934
2729,15,42,366786,8733.0000,46,78,268680,5845.1051
2730,15,27,63952,2368.5926,27,33,24750,904.3849
2731,15,34,176540,5192.3529,38,67,733800,19310.5263
2732,15,0,0,0.0000,63,159,2511559,39760.8285
2733,15,56,128655,2297.4107,54,61,52280,976.5878
2734,15,19,108837,5728.2632,23,28,91920,4055.2941
2736,15,62,285448,4604.0000,63,78,375040,5909.2437
2737,15,25,115856,4634.2400,28,57,455820,16259.9287
2738,15,57,508098,8914.0000,60,106,421300,6998.3389
2739,15,57,261459,4587.0000,60,54,177860,2975.9063
2740,15,0,0,0.0000,55,100,1334200,24465.7702
2741,15,0,0,0.0000,65,116,1684358,25741.5894
2742,15,46,230276,5006.0000,49,96,601980,12268.6141
2743,15,14,115484,8248.8571,18,32,289100,16061.1111
2744,30,15,230144,15342.9333,18,9,92880,5208.2243
2745,15,10,98731,9873.1000,13,20,172980,13444.0415
2746,15,23,57696,2508.5217,24,43,101640,4171.2722
2747,15,48,183648,3826.0000,50,40,129500,2577.9695
2749,15,53,769560,14520.0000,55,85,1521492,27646.7353
2750,15,40,159160,3979.0000,43,66,165300,3877.2478
2751,15,40,151320,3783.0000,42,63,165920,3998.0723
2752,15,0,0,0.0000,28,53,256550,9151.6052
2753,15,30,247590,8253.0000,33,69,541051,16596.6564
2754,30,30,232940,7764.6667,34,58,1289507,37558.4563
2755,15,43,161981,3767.0000,42,49,90530,2143.5675
2756,15,8,78318,9789.7500,12,18,218600,18116.0221
2757,15,26,56079,2156.8846,26,28,23700,901.1407
2758,15,62,290904,4692.0000,66,94,314880,4761.2903
2759,15,17,215764,12692.0000,25,44,617883,24486.7768
2760,15,16,162889,10180.5625,20,32,153660,7853.1516
2761,15,18,118522,6584.5556,22,34,318000,14454.5455
2762,15,68,629884,9263.0000,69,189,3043932,43966.2783
2763,15,65,606720,9334.1538,69,149,2495996,36173.8551
2764,15,23,81744,3554.0870,26,50,345000,13269.2308
2765,15,10,57794,5779.4000,13,11,75080,5775.3846
2766,15,16,59466,3716.6250,19,17,54560,2836.7418
2767,15,28,204949,7319.6071,31,44,424400,13690.3226
2768,15,55,118525,2155.0000,57,68,138830,2435.6140
2770,15,56,143920,2570.0000,58,87,124950,2165.5113
2771,15,60,437280,7288.0000,63,127,898600,14324.1233
2772,15,28,220226,7865.2143,32,45,183000,5683.2298
2773,15,25,90075,3603.0000,28,54,406740,14457.5829
2774,15,30,112468,3748.9333,33,32,97120,2957.9695
2775,15,7,69528,9932.5714,11,17,304076,26518.2558
2776,15,10,18117,1811.7000,11,16,43500,3954.5455
2777,0,0,0,0.0000,18,9,17500,972.2222
2778,15,56,336728,6013.0000,58,71,492580,8458.7293
2779,15,61,506971,8311.0000,65,91,673800,10329.0751
2780,15,0,0,0.0000,34,58,511300,14906.7055
2781,15,0,0,0.0000,41,75,315750,7670.0405
2782,15,0,0,0.0000,20,46,588357,29174.7273
2783,15,0,0,0.0000,33,43,243200,7422.1770
2784,15,8,29763,3720.3750,9,12,29510,3366.1597
2787,15,8,75204,9400.5000,12,17,175300,15112.0690
2788,15,46,174938,3803.0000,49,73,586820,11975.9184
2789,15,56,221536,3956.0000,58,95,555700,9548.1100
2790,15,46,407652,8862.0000,49,86,469000,9584.4687
2791,15,6,22505,3750.8333,8,9,25030,2967.9842
2792,15,23,55848,2428.1739,25,39,46800,1854.6896
2793,15,58,133458,2301.0000,58,56,61530,1067.6113
2794,15,0,0,0.0000,27,54,379318,13962.6258
2795,15,22,229011,10409.5909,26,49,323260,12244.6970
2796,30,8,74667,9333.3750,11,25,470746,41658.9381
2797,15,0,0,0.0000,20,36,412960,20856.5657
2798,15,48,292512,6094.0000,51,98,819314,16075.4872
2799,30,54,393748,7291.6296,56,95,1820140,32736.3309
2800,15,15,139840,9322.6667,18,37,252400,13996.3031
2801,15,21,77528,3691.8095,21,23,40930,1921.5962
2802,15,58,139896,2412.0000,61,93,127470,2082.8431
2803,15,0,0,0.0000,36,83,1363535,37528.4862
2804,15,0,0,0.0000,31,56,217800,6958.4665
2805,15,26,54459,2094.5769,25,32,25580,1038.4303
2806,15,13,70952,5457.8462,15,24,93920,6219.8675
2807,15,0,0,0.0000,26,40,421776,16347.9070
2808,15,0,0,0.0000,46,41,244750,5371.2509
2809,15,45,358296,7962.1333,47,77,406900,8584.3882
2810,15,41,304712,7432.0000,44,66,249900,5662.3867
2811,15,29,437520,15086.8966,34,70,1196037,34734.8596
2812,15,24,205275,8553.1250,29,44,539860,18854.2491
2813,15,55,372405,6771.0000,59,95,557300,9445.7627
2814,15,63,165501,2627.0000,64,64,119750,1867.2037
2816,15,15,73232,4882.1333,17,36,267760,15537.3308
2817,15,0,0,0.0000,69,145,963400,14036.9111
2818,15,61,545767,8947.0000,65,153,2299589,35505.7488
2819,15,49,463589,9461.0000,52,112,538540,10349.9039
2820,15,7,23736,3390.8571,10,8,17170,1807.3684
2821,15,24,147442,6143.4167,28,44,132800,4788.4615
2823,15,64,141440,2210.0000,61,71,71040,1161.4169
2824,15,58,467335,8057.5000,60,110,505560,8360.9702
2825,15,24,132100,5504.1667,27,45,585800,21510.4039
2826,15,19,104800,5515.7895,23,45,268320,11820.2643
2827,15,0,0,0.0000,22,37,488800,22285.7143
2829,15,0,0,0.0000,13,26,74200,5509.9010
2830,15,37,337847,9131.0000,39,74,264400,6767.9181
2831,15,9,46818,5202.0000,12,18,246260,21290.4899
2832,15,8,19098,2387.2500,5,6,5430,999.3865
2833,15,34,103950,3057.3529,35,26,55580,1607.9074
2834,15,34,252622,7430.0588,37,65,510200,13776.7777
2835,15,0,0,0.0000,35,56,191750,5483.7941
2836,15,32,312576,9768.0000,35,61,441460,12613.1429
2837,15,0,0,0.0000,30,64,699500,23085.8086
2838,30,62,205716,3318.0000,67,175,3425979,51134.0149
2839,15,41,351491,8572.9512,43,81,604640,14007.1042
2840,15,47,530254,11282.0000,49,85,990332,20074.2973
2841,15,61,215696,3536.0000,63,108,425860,6759.6825
2842,15,56,118608,2118.0000,54,59,53400,986.4532
2843,15,16,131682,8230.1250,19,28,249700,13329.1815
2844,15,0,0,0.0000,34,65,724120,21508.5149
2845,15,11,78708,7155.2727,14,24,256000,17860.4651
2846,15,9,24570,2730.0000,11,16,47880,4262.3145
2847,15,51,264435,5185.0000,54,88,244300,4543.7074
2849,15,59,159536,2704.0000,60,95,234660,3895.8495
2850,15,7,16304,2329.1429,8,7,5190,620.3187
2851,15,0,0,0.0000,36,59,325250,9034.7222
2852,0,0,0,0.0000,14,10,22900,1635.7143
2853,15,34,86520,2544.7059,35,35,56150,1584.6660
2854,15,18,79534,4418.5556,21,38,363100,17181.3880
2855,15,34,55615,1635.7353,36,25,66140,1854.3925
2856,15,41,270559,6599.0000,44,74,410400,9391.3043
2857,15,13,88438,6802.9231,18,38,810905,44473.7660
2858,15,36,220284,6119.0000,38,59,204700,5448.9796
2859,15,0,0,0.0000,62,140,2144695,34499.1153
2860,30,0,0,0.0000,18,38,661308,36335.6044
2861,15,66,172458,2613.0000,66,101,226050,3425.0000
2862,15,63,447237,7099.0000,66,134,1303200,19745.4545
2863,15,31,191208,6168.0000,33,41,173580,5212.6126
2864,15,29,220719,7611.0000,31,54,280460,8922.3754
2865,15,42,146706,3493.0000,44,71,441080,9971.6654
2866,15,34,199885,5878.9706,38,71,516700,13766.4298
2867,15,57,428811,7523.0000,60,118,1090000,18026.4609
2868,15,50,165300,3306.0000,50,47,78720,1568.1275
2869,15,22,58926,2678.4545,23,34,71240,3079.5389
2870,15,25,152126,6085.0400,28,46,137640,4863.6042
2871,15,32,126357,3948.6563,33,49,103450,3115.9639
2872,15,23,279344,12145.3913,21,23,86640,4054.9142
2873,15,19,154811,8147.9474,22,36,218220,9829.7297
2874,15,15,33056,2203.7333,16,17,19260,1239.9142
2875,15,0,0,0.0000,22,43,395500,18142.2018
2876,15,64,334784,5231.0000,67,129,922800,13732.1429
2877,15,39,206895,5305.0000,42,103,1841350,43668.3794
2878,15,13,44688,3437.5385,14,19,66320,4648.5981
2879,15,9,71930,7992.2222,13,16,86860,6930.3191
2880,15,62,465062,7501.0000,65,135,750980,11512.2126
2881,15,67,310813,4639.0000,70,106,358240,5134.8304
2882,15,17,144036,8472.7059,28,27,325563,11599.6318
2883,15,12,32461,2705.0833,13,22,44050,3295.5112
2884,15,66,254364,3854.0000,69,88,258400,3744.9275
2885,15,23,189720,8248.6957,26,51,318600,12477.8068
2886,15,52,180544,3472.0000,54,85,217900,4055.2109
2887,15,24,141125,5880.2083,28,55,501800,18007.1770
2888,15,26,64584,2484.0000,25,23,48470,1905.7667
2889,15,28,146102,5217.9286,32,78,1132780,35399.3750
2890,15,31,175243,5653.0000,33,58,669900,20279.5156
2891,15,14,143130,10223.5714,18,30,225360,12292.3636
2892,0,0,0,0.0000,0,1,1400,0.0000
2893,15,29,67620,2331.7241,29,34,28210,959.5238
2894,15,0,0,0.0000,64,146,2973806,46562.7244
2895,15,65,363870,5598.0000,68,133,972420,14209.7418
2896,15,65,139260,2142.4615,63,70,65250,1037.3609
2897,15,11,69012,6273.8182,13,37,811790,64257.7836
2898,15,20,139755,6987.7500,24,41,286840,11739.6999
2899,15,16,127551,7971.9375,19,36,341300,17653.4483
2900,0,0,0,0.0000,9,10,101400,11266.6667
2901,15,15,78976,5265.0667,18,20,74820,4066.3043
2902,15,67,421430,6290.0000,70,135,1106900,15835.4793
2903,15,50,391300,7826.0000,55,89,927820,16869.4545
2904,15,0,0,0.0000,31,63,583807,18832.4839
2905,15,0,0,0.0000,50,94,664560,13398.3871
2906,15,22,222134,10097.0000,25,41,258100,10324.0000
2907,15,59,234997,3983.0000,62,77,180860,2940.8130
2908,15,15,51312,3420.8000,19,34,269000,13913.7931
2909,15,28,204044,7287.2857,31,50,182700,5931.8182
2910,15,8,159070,19883.7500,13,25,480090,35916.9576
2911,15,42,318276,7578.0000,44,57,231460,5232.7054
2912,15,34,215424,6336.0000,50,132,2559683,51227.8119
2913,15,55,163900,2980.0000,56,61,90440,1617.8891
2914,15,23,121169,5268.2174,25,36,114100,4631.9350
2915,15,0,0,0.0000,65,189,3350879,51924.7779
2916,15,20,133623,6681.1500,22,41,189600,8618.1818
2917,15,22,141611,6436.8636,27,42,341820,12754.4776
2918,100,6,73409,12234.8333,12,23,343819,29470.2000
2919,15,39,285909,7331.0000,42,69,363420,8722.0800
2920,15,8,49437,6179.6250,13,17,238820,18804.7244
2921,15,21,149534,7120.6667,25,44,244500,9613.3683
2922,15,0,0,0.0000,54,102,1647538,30509.9630
2923,15,43,119798,2786.0000,41,40,64400,1566.9100
2924,15,0,0,0.0000,48,96,557700,11594.5946
2925,15,68,292196,4297.0000,70,89,223700,3179.0621
2926,15,67,267443,3991.6866,71,134,560200,7946.0993
2927,15,0,0,0.0000,15,19,225617,15007.7827
2928,15,55,196130,3566.0000,56,49,114520,2045.0000
2929,15,27,336420,12460.0000,32,75,892581,28098.0378
2930,15,24,300800,12533.3333,27,49,849920,31752.9265
2931,15,39,112476,2884.0000,39,35,54710,1411.2640
2932,15,65,322205,4957.0000,66,151,2464245,37337.0455
2933,15,65,633765,9750.2308,66,112,1859228,28313.1168
2934,15,0,0,0.0000,26,58,914011,35199.3967
2935,15,39,81900,2100.0000,39,43,36330,937.1453
2936,15,28,215563,7698.6786,32,36,191240,6064.6934
2937,15,16,54910,3431.8750,16,16,41010,2500.6098
2938,15,62,684604,11042.0000,65,127,2402503,37190.4489
2939,15,12,37466,3122.1667,13,17,45240,3435.9494
2940,15,65,465140,7156.0000,66,81,1026692,15555.9394
2942,15,9,35230,3914.4444,10,13,34520,3546.5753
2944,15,31,111569,3599.0000,33,41,158620,4792.1450
2945,15,24,46350,1931.2500,26,39,114180,4414.1753
2946,15,26,72144,2774.7692,27,25,43610,1627.2388
2947,15,24,55700,2320.8333,24,37,70190,2900.4132
2949,15,46,93563,2033.9783,46,84,215460,4694.1176
2950,15,25,224978,8999.1200,28,43,374900,13421.2411
2951,15,60,180438,3007.3000,62,119,624080,10065.8065
2952,15,15,37314,2487.6000,14,21,46240,3295.0119
2953,15,23,82272,3577.0435,25,37,102600,4176.3908
2954,15,15,132896,8859.7333,19,36,333100,17348.9583
2955,15,22,77878,3539.9091,22,21,38730,1771.1890
2956,15,12,117546,9795.5000,15,26,126700,8317.2867
2957,15,37,171680,4640.0000,39,83,739180,18904.8593
2958,15,58,189138,3261.0000,57,63,130270,2285.4386
2959,15,0,0,0.0000,57,130,2358795,41406.5828
2960,15,46,408664,8884.0000,50,72,320200,6438.3378
2961,15,24,40470,1686.2500,24,32,74990,3081.7808
2962,15,11,31260,2841.8182,66,186,2374635,35888.6902
2963,15,19,102020,5369.4737,24,35,262400,10948.5396
2964,15,18,43814,2434.1111,19,13,37830,1966.8977
2965,15,34,90032,2648.0000,34,35,101210,2956.4752
2966,15,18,86640,4813.3333,20,44,746797,36848.5362
2967,15,20,167648,8382.4000,24,33,197000,8242.6778
2968,15,43,158154,3678.0000,46,86,1625527,35159.1997
2969,0,0,0,0.0000,36,15,23200,644.4444
2970,15,0,0,0.0000,68,89,717260,10547.9412
2971,30,0,0,0.0000,60,73,1192467,19874.4500
2972,15,0,0,0.0000,60,140,2238913,37398.3241
2973,15,22,105455,4793.4091,26,48,344000,13096.4467
2974,15,64,98944,1546.0000,63,83,248060,3933.2981
2976,15,23,203352,8841.3913,26,55,284000,10744.0101
2977,15,25,79430,3177.2000,29,69,1100519,37390.2265
2978,15,44,141328,3212.0000,44,55,151400,3440.9091
2979,15,7,27952,3993.1429,10,10,22840,2322.7119
2980,15,56,185696,3316.0000,56,65,99660,1791.3721
2981,15,18,38418,2134.3333,20,30,43200,2207.8365
